,tweet_lang,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_hi,tweet_date
0,hi,True,1440799315820048387,"कोविशील्ड वैक्सीन: केंद्र की केरल हाईकोर्ट में अपील, चार हफ्ते बाद दूसरी डोज देने का आदेश रद्द करें
#LadengeCoronaSe #Coronavirus #Covid19 #CoronaVaccine #OxygenCrisis #OxygenShortage @PMOIndia @MoHFW_INDIA @ICMRDELHI
https://t.co/Luf6hPom39",[],"['LadengeCoronaSe', 'Coronavirus', 'Covid19', 'CoronaVaccine', 'OxygenCrisis', 'OxygenShortage']","['PMOIndia', 'MoHFW_INDIA', 'ICMRDELHI']",['https://t.co/Luf6hPom39'],India,कोविशील्ड वैक्सीन  केंद्र की केरल हाईकोर्ट में अपील  चार हफ्ते बाद दूसरी डोज देने का आदेश रद्द करें LadengeCoronaSe  Coronavirus  Covid19  CoronaVaccine  OxygenCrisis  OxygenShortage  PMOIndia  MoHFW INDIA  ICMRDELHIhttps   t co Luf6hPom39,2021-09-22 22:00:00
1,hi,False,1440769233709768710,@narendramodi जी अभी #अमेरिका पहुंचे नहीं हैं उससे पहले ही न्यूयार्क में सार्क देशों के विदेशमंत्रियों की होने वाली बैठक तालिबान के मुद्दे पर निरस्त करदीगई क्योंकि पाक चाहताथा कि तालिबान को बैठक में शामिल किया जाए  दूसरीतरफ भारत #वैक्सिंग #कोविशिल्ड को इंग्लैंडने मान्यता दे दी है https://t.co/GEp8Mvnr45,[],"['अमेरिका', 'वैक्सिंग', 'कोविशिल्ड']",['narendramodi'],['https://t.co/GEp8Mvnr45'],India, narendramodi जी अभी  अमेरिका पहुंचे नहीं हैं उससे पहले ही न्यूयार्क में सार्क देशों के विदेशमंत्रियों की होने वाली बैठक तालिबान के मुद्दे पर निरस्त करदीगई क्योंकि पाक चाहताथा कि तालिबान को बैठक में शामिल किया जाए  दूसरीतरफ भारत  वैक्सिंग  कोविशिल्ड को इंग्लैंडने मान्यता दे दी है https   t co GEp8Mvnr45,2021-09-22 20:00:00
2,hi,False,1440762045511581703,"दो ही दिन हुए हैं अंग्रेजों ने घोषणा की थी कि भारत की कोविशील्ड वैक्सीन लगाने वालों को इंग्लैंड में कोरेंटिन किया जाएगा 10 दिन के लिए।
अब 24 घंटे के अंदर उन्होंने अपना फैसला बदल दिया।
मोदी जी ने सब को लगा रखा है🤣🤣",['🤣'],[],[],[],India,दो ही दिन हुए हैं अंग्रेजों ने घोषणा की थी कि भारत की कोविशील्ड वैक्सीन लगाने वालों को इंग्लैंड में कोरेंटिन किया जाएगा 10 दिन के लिए।अब 24 घंटे के अंदर उन्होंने अपना फैसला बदल दिया।मोदी जी ने सब को लगा रखा है,2021-09-22 20:00:00
3,hi,False,1440758673974829060,"भारत के दबाव में झुका ब्रिटेन.. भारतीय वैक्सीन कोविशील्ड को दी मान्यता
ये नेहरू नहीं ..मोदी का जमाना हैl
जय श्री राम
 जय हिन्द शुभरात्रि मित्रो
 🙏🇮🇳🚩 @narendramodi @JPNadda @AmitShah @KailashOnline @RadhamohanBJP @myogiadityanath @swatantrabjp @sunilbansalbjp @BJP4UP @bjpanoop","['🙏', '🚩', '🇮🇳']",[],"['narendramodi', 'JPNadda', 'AmitShah', 'KailashOnline', 'RadhamohanBJP', 'myogiadityanath', 'swatantrabjp', 'sunilbansalbjp', 'BJP4UP', 'bjpanoop']",[],India,भारत के दबाव में झुका ब्रिटेन   भारतीय वैक्सीन कोविशील्ड को दी मान्यताये नेहरू नहीं   मोदी का जमाना हैlजय श्री राम जय हिन्द शुभरात्रि मित्रो   narendramodi  JPNadda  AmitShah  KailashOnline  RadhamohanBJP  myogiadityanath  swatantrabjp  sunilbansalbjp  BJP4UP  bjpanoop,2021-09-22 19:00:00
4,hi,False,1440745035520090112,BREAKING NEWS: ब्रिटेन ने कोविशील्ड को यात्रा परामर्श में स्वीकृत टीके के तौर पर शामिल किया https://t.co/nVtNP6PtXL #Britain #COVISHIELD #India #TravelGuide,[],"['Britain', 'COVISHIELD', 'India', 'TravelGuide']",[],['https://t.co/nVtNP6PtXL'],India,BREAKING NEWS  ब्रिटेन ने कोविशील्ड को यात्रा परामर्श में स्वीकृत टीके के तौर पर शामिल किया https   t co nVtNP6PtXL  Britain  COVISHIELD  India  TravelGuide,2021-09-22 18:00:00
5,hi,False,1440743973199384589,"#_cowin
हमने कोविशील्ड के दुसरे डोज भी लगवा लिए है। पर मैं अभी अस्वस्थ डोज लगवाने के बाद हूं।वो इस लिए क्यों की जिन्होंने हमें टीका लगाया है वो गलत तरीके से डोज दे दिया है। टीका तो इसे लगा रही थी जैसे उनसे कोई गुलामी खटवा रहे है।
@NitishKumar 
@BiharHealthDept 
@mangalpandeybjp https://t.co/nGZCVkKLa0",[],['_cowin'],"['NitishKumar', 'BiharHealthDept', 'mangalpandeybjp']",[],India,  cowinहमने कोविशील्ड के दुसरे डोज भी लगवा लिए है। पर मैं अभी अस्वस्थ डोज लगवाने के बाद हूं।वो इस लिए क्यों की जिन्होंने हमें टीका लगाया है वो गलत तरीके से डोज दे दिया है। टीका तो इसे लगा रही थी जैसे उनसे कोई गुलामी खटवा रहे है। NitishKumar  BiharHealthDept  mangalpandeybjp https   t co nGZCVkKLa0,2021-09-22 18:00:00
6,hi,False,1440739751829463045,"@VijayVst0502 
on 

यूके ने अब भारत में बनी कोविशील्ड को स्वीकृत वैक्सीन मान लिया है,दम होगा तो सब मानेंगे।",[],[],['VijayVst0502'],[],India, VijayVst0502 on यूके ने अब भारत में बनी कोविशील्ड को स्वीकृत वैक्सीन मान लिया है दम होगा तो सब मानेंगे।,2021-09-22 18:00:00
7,hi,False,1440738998180188164,"*विश्व में तैयार कोरोना वैक्सीन की रेट लिस्ट।  (रुपए में )*
1-- फाइजर कंपनी --  2800 ₹; 
2-- माडर्ना कंपनी ---- 2715 ₹; 
3-- चीन की साइनोफार्म--5650 ₹;
4-- सिनोवाक ------  1027 ₹;
5-- नोवावेकस -----1114 ₹;
6--- स्पुतनिक वी -- 1145 ₹;
7--- कोवीशील्ड --  फ्री  (  भारत में )",[],[],[],[],India, विश्व में तैयार कोरोना वैक्सीन की रेट लिस्ट।   रुपए में   1   फाइजर कंपनी     2800 ₹  2   माडर्ना कंपनी      2715 ₹  3   चीन की साइनोफार्म  5650 ₹ 4   सिनोवाक         1027 ₹ 5   नोवावेकस      1114 ₹ 6    स्पुतनिक वी    1145 ₹ 7    कोवीशील्ड     फ्री     भारत में  ,2021-09-22 18:00:00
8,hi,False,1440732988417839104,मोदी जी अभी अमेरिका पहुंचे नहीं हैं उससे पहले ही न्यूयार्क में सार्क देशों के विदेश मंत्रियों की होने वाली बैठक तालिबान के मुद्दे पर निरस्त कर दी गई क्योंकि पाकिस्तान  तालिबान को बैठक में शामिल कराना चाहता था और दूसरी तरफ भारत की वैक्सिंग कोविशिल्ड को इंग्लैंड ने मान्यता दे दी है,[],[],[],[],India,मोदी जी अभी अमेरिका पहुंचे नहीं हैं उससे पहले ही न्यूयार्क में सार्क देशों के विदेश मंत्रियों की होने वाली बैठक तालिबान के मुद्दे पर निरस्त कर दी गई क्योंकि पाकिस्तान  तालिबान को बैठक में शामिल कराना चाहता था और दूसरी तरफ भारत की वैक्सिंग कोविशिल्ड को इंग्लैंड ने मान्यता दे दी है,2021-09-22 18:00:00
9,hi,False,1440732630425636867,आज कोविशील्ड के दूसरे डोज के साथ ही श्रीमती जी का टीकाकरण संपूर्ण हुआ। आप सब भी टीका जरूर लगवाएं करोना को भगाएं। @narendramodi जी को कोटि-कोटि आभार धन्यवाद कि आपने हम सब के लिए मुफ्त टीके का इंतजाम किया। https://t.co/KX8FGNOtlK,[],[],['narendramodi'],[],India,आज कोविशील्ड के दूसरे डोज के साथ ही श्रीमती जी का टीकाकरण संपूर्ण हुआ। आप सब भी टीका जरूर लगवाएं करोना को भगाएं।  narendramodi जी को कोटि कोटि आभार धन्यवाद कि आपने हम सब के लिए मुफ्त टीके का इंतजाम किया। https   t co KX8FGNOtlK,2021-09-22 18:00:00
