,tweet_lang,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_es,tweet_date
0,es,False,1441210776719663104,"""Probablemente podríamos sostener un nivel endémico bajo y con circulación estacional si vacunamos cada 6-12 meses como hacemos con gripe""

https://t.co/76sK98P7kG",[],[],[],['https://t.co/76sK98P7kG'],Mexico, Probablemente podríamos sostener un nivel endémico bajo y con circulación estacional si vacunamos cada 6 12 meses como hacemos con gripe https   t co 76sK98P7kG,2021-09-24 01:00:00
1,es,False,1441210771321536512,"@Radio_Formula Estoy de acuerdo, el ser investigador no les da inmunidad a una pandilla de ladrones que valiéndose del Conacyt, se roban el dinero con pseudo investigaciones, con una producción ficticia, la mayoría aviadores, otorgan becas a sus cuates o premiar lealtades en grillas laborales.",[],[],['Radio_Formula'],[],Mexico, Radio Formula Estoy de acuerdo  el ser investigador no les da inmunidad a una pandilla de ladrones que valiéndose del Conacyt  se roban el dinero con pseudo investigaciones  con una producción ficticia  la mayoría aviadores  otorgan becas a sus cuates o premiar lealtades en grillas laborales ,2021-09-24 01:00:00
2,es,False,1441210560188612613,"@CarpeDiemOwned @Ana_Karenina__ Creo que te equivocaste de planeta. No nos vengas a decir que no sabes que los vacunados se contagian y transmiten igual,por lo tanto esa mierda no da inmunidad ninguna. Dicho por organismos de esos a los que debe hacer caso gente como tú, no? Vete q dormir con mascarilla,anda",[],[],"['CarpeDiemOwned', 'Ana_Karenina__']",[],Mexico, CarpeDiemOwned  Ana Karenina   Creo que te equivocaste de planeta  No nos vengas a decir que no sabes que los vacunados se contagian y transmiten igual por lo tanto esa mierda no da inmunidad ninguna  Dicho por organismos de esos a los que debe hacer caso gente como tú  no  Vete q dormir con mascarilla anda,2021-09-24 01:00:00
3,es,False,1441210498658103298,"#SecretDirecto
Pero a ver cenutrios* 
Cómo van a hacer COMPLOT tres personas contra catorce? 
Es de locos 
Si hoy no coge inmunidad Cristina hubieran salido Frigenti, Cristina y Luca hoy LUCA. a dejado claro que aparte de cuerpo tiene cabeza y actitud de ganador* 🌈🌈🌈",['🌈'],['SecretDirecto'],[],[],Mexico, SecretDirectoPero a ver cenutrios  Cómo van a hacer COMPLOT tres personas contra catorce  Es de locos Si hoy no coge inmunidad Cristina hubieran salido Frigenti  Cristina y Luca hoy LUCA  a dejado claro que aparte de cuerpo tiene cabeza y actitud de ganador  ,2021-09-24 01:00:00
4,es,False,1441210452692852737,"@marianablaya @infobae Sisi, lo lei. Calculo que tmb leiste q se alcanzaba ese nivel de efectividad con una ventana entre dosis de 21 dias, no? 
Me pregunto que porcentaje de inmunidad tendré llegando a los 90 dias de la primera. Vos lo sabes? Por que no hay estudios",[],[],"['marianablaya', 'infobae']",[],Mexico, marianablaya  infobae Sisi  lo lei  Calculo que tmb leiste q se alcanzaba ese nivel de efectividad con una ventana entre dosis de 21 dias  no  Me pregunto que porcentaje de inmunidad tendré llegando a los 90 dias de la primera  Vos lo sabes  Por que no hay estudios,2021-09-24 01:00:00
5,es,False,1441210439988236296,@GobiernoTDF @msalnacion @CasaRosada @SaludTDF @carlavizzotti @alferdez @alferdezprensa La inmunidad del voto !!,[],[],"['GobiernoTDF', 'msalnacion', 'CasaRosada', 'SaludTDF', 'carlavizzotti', 'alferdez', 'alferdezprensa']",[],Mexico, GobiernoTDF  msalnacion  CasaRosada  SaludTDF  carlavizzotti  alferdez  alferdezprensa La inmunidad del voto   ,2021-09-24 01:00:00
6,es,False,1441210361026265101,"@CyberAdri04 Más o menos así: ""Si hubiesen comprado antes las vacunas hubiéramos alcanzado mayor inmunidad""

Mal tiempo verbal, además de cacofónico y falto de musicalidad.",[],[],['CyberAdri04'],[],Mexico, CyberAdri04 Más o menos así   Si hubiesen comprado antes las vacunas hubiéramos alcanzado mayor inmunidad Mal tiempo verbal  además de cacofónico y falto de musicalidad ,2021-09-24 01:00:00
7,es,False,1441210337383133185,@DianaPa16170026 @petrogustavo Esa guaricha se unió. Al pacto de criminales igual a ella. Esa negra busca inmunidad  cuando ebpiese hablar el barranquillero el que está en Cabo verde   Alex sab. Socio de santos maduro y la negra,[],[],"['DianaPa16170026', 'petrogustavo']",[],Mexico, DianaPa16170026  petrogustavo Esa guaricha se unió  Al pacto de criminales igual a ella  Esa negra busca inmunidad  cuando ebpiese hablar el barranquillero el que está en Cabo verde   Alex sab  Socio de santos maduro y la negra,2021-09-24 01:00:00
8,es,False,1441210259465379847,@CTsoyyo Y los rapiditos inmunidad absoluta.,[],[],['CTsoyyo'],[],Mexico, CTsoyyo Y los rapiditos inmunidad absoluta ,2021-09-24 01:00:00
9,es,False,1441209945005907969,Entre el tongo en la inmunidad y la nóminacion de Luca tengo un cabreo 😡,['😡'],[],[],[],Mexico,Entre el tongo en la inmunidad y la nóminacion de Luca tengo un cabreo ,2021-09-24 01:00:00
10,es,False,1441209864278052869,"@intellectmojo Juan alarco (cabecilla número 6 de sendero luminoso) confirmó que Maravi perteneció a SL e hizo actos terroristas junto a Edith lagos  🤣, los atestados policiales ya te los pase , el es ministro y tiene inmunidad parlamentaria lo que significa que su investigación está en pausa https://t.co/P8gkVUpEoQ",['🤣'],[],['intellectmojo'],[],Mexico, intellectmojo Juan alarco  cabecilla número 6 de sendero luminoso  confirmó que Maravi perteneció a SL e hizo actos terroristas junto a Edith lagos    los atestados policiales ya te los pase   el es ministro y tiene inmunidad parlamentaria lo que significa que su investigación está en pausa https   t co P8gkVUpEoQ,2021-09-24 01:00:00
11,es,False,1441209850235547651,"@marianablaya @infobae Sisi, lo lei. Calculo que tmb leiste q se alcanzaba ese nivel de efectividad con una ventana entre dosis de 21 dias, no? 
Me pregunto que porcentaje de inmunidad tendré llegando a los 90 dias de la primera. Vos lo sabes? Por que no hay estudios",[],[],"['marianablaya', 'infobae']",[],Mexico, marianablaya  infobae Sisi  lo lei  Calculo que tmb leiste q se alcanzaba ese nivel de efectividad con una ventana entre dosis de 21 dias  no  Me pregunto que porcentaje de inmunidad tendré llegando a los 90 dias de la primera  Vos lo sabes  Por que no hay estudios,2021-09-24 01:00:00
12,es,False,1441209797622202377,ÚLTIMO MINUTO: El ministerio de salud anuncia que Panamá Oeste con un 67% de la población vacunada se convertira en la primera provincia en alcanzar la inmunidad de rebaño. https://t.co/uYYmJLKyD9,[],[],[],[],Mexico,ÚLTIMO MINUTO  El ministerio de salud anuncia que Panamá Oeste con un 67  de la población vacunada se convertira en la primera provincia en alcanzar la inmunidad de rebaño  https   t co uYYmJLKyD9,2021-09-24 01:00:00
13,es,False,1441209700998008835,"El gobierno analiza caso a caso la situación de los inmigrantes ilegales, para ver si los expulsa o no. Pero a los ciudadanos los presionan a inocularse experimentalmente a todos por igual, sin perjuicio de su edad, inmunidad y preexistencias. https://t.co/4sJHC5Cyyw",['xp'],[],[],[],Mexico,El gobierno analiza caso a caso la situación de los inmigrantes ilegales  para ver si los eulsa o no  Pero a los ciudadanos los presionan a inocularse eerimentalmente a todos por igual  sin perjuicio de su edad  inmunidad y preexistencias  https   t co 4sJHC5Cyyw,2021-09-24 01:00:00
14,es,False,1441209493182898178,"Luca: ""Todos habrían cogido la inmunidad""

Y antes Julen diciendo que no. Ahí está la sinceridad de cada uno. #SecretGala2 #Secret23S",[],"['SecretGala2', 'Secret23S']",[],[],Mexico,Luca   Todos habrían cogido la inmunidad Y antes Julen diciendo que no  Ahí está la sinceridad de cada uno   SecretGala2  Secret23S,2021-09-24 01:00:00
15,es,False,1441209292871241733,"@BauttiCorrea Osea como la mayoría del país no lo voto, el malévolo presidente los envía al muere levantando restricciones, los quiere muertos, por eso también la vacunación ahora es sin turno. Sabes lo que es la inmunidad de rebaño? O peleas siempre contra fantasmas?",[],[],['BauttiCorrea'],[],Mexico, BauttiCorrea Osea como la mayoría del país no lo voto  el malévolo presidente los envía al muere levantando restricciones  los quiere muertos  por eso también la vacunación ahora es sin turno  Sabes lo que es la inmunidad de rebaño  O peleas siempre contra fantasmas ,2021-09-24 01:00:00
16,es,False,1441209109081063428,@SecretStory_es Necesitamos otra inmunidad elegida por el público para la semana que viene #SecretGala2 #Secret24s,[],"['SecretGala2', 'Secret24s']",['SecretStory_es'],[],Mexico, SecretStory es Necesitamos otra inmunidad elegida por el público para la semana que viene  SecretGala2  Secret24s,2021-09-24 01:00:00
