,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_hi,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls
0,hi,1439853697828229124,1366667319297024007,महानगरपालिका की ओर से जारी विज्ञप्ति के अनुसार महामारी के बाद से इस तरह का यह पांचवा सर्वेक्षण है और यह 12 अगस्त से नौ सितंबर  2021 के बीच किया गया।  mybmc   maharashtra hmo  Risingbharat 2 2,1439853700281823232,False,महानगरपालिका की ओर से जारी विज्ञप्ति के अनुसार महामारी के बाद से इस तरह का यह पांचवा सर्वेक्षण है और यह 12 अगस्त से नौ सितंबर  2021 के बीच किया गया।  mybmc   maharashtra hmo  Risingbharat 2 2,2021-09-20T07:27:27.000Z,India,"महानगरपालिका की ओर से जारी विज्ञप्ति के अनुसार महामारी के बाद से इस तरह का यह पांचवा सर्वेक्षण है और यह 12 अगस्त से नौ सितंबर, 2021 के बीच किया गया। @mybmc  @maharashtra_hmo #Risingbharat 2/2",[],[],[],['https://t.co/URmeKIceKi']
