,tweet_lang,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_es,tweet_date
24,es,False,1440519075696762882,@macunaimaz21 @_Bel28 @ssocorrosantoss @sbrjjo @ath1abalba @NainhaVacinada @AlerquinaHarley @Luna_quarentena @LuciaFariasTri1 @MiguelNew171 @EdinhoPG02 @MsBraun7 Q lindos!,[],[],"['macunaimaz21', '_Bel28', 'ssocorrosantoss', 'sbrjjo', 'ath1abalba', 'NainhaVacinada', 'AlerquinaHarley', 'Luna_quarentena', 'LuciaFariasTri1', 'MiguelNew171', 'EdinhoPG02', 'MsBraun7']",[],Mexico, macunaimaz21   Bel28  ssocorrosantoss  sbrjjo  ath1abalba  NainhaVacinada  AlerquinaHarley  Luna quarentena  LuciaFariasTri1  MiguelNew171  EdinhoPG02  MsBraun7 Q lindos ,2021-09-22 04:00:00
25,es,False,1440505413959442448,@Luna_quarentena Calma Luna!,[],[],['Luna_quarentena'],[],Mexico, Luna quarentena Calma Luna ,2021-09-22 03:00:00
26,es,False,1440502674856706049,ela expondo roles clandestinos durante a quarentena,['xp'],[],[],[],Mexico,ela eondo roles clandestinos durante a quarentena,2021-09-22 02:00:00
27,es,False,1440495838183051265,@mqueiroga2 @minsaude Enfia o dedo no toba durante a quarentena,[],[],"['mqueiroga2', 'minsaude']",[],Mexico, mqueiroga2  minsaude Enfia o dedo no toba durante a quarentena,2021-09-22 02:00:00
28,es,False,1440486094202540038,⁦@mqueiroga2⁩ testa positivo para Covid e terá que cumprir quarentena nos Estados Unidos.  https://t.co/WXXbXmpAtT,[],[],['mqueiroga2'],['https://t.co/WXXbXmpAtT'],Mexico,⁦ mqueiroga2⁩ testa positivo para Covid e terá que cumprir quarentena nos Estados Unidos   https   t co WXXbXmpAtT,2021-09-22 01:00:00
29,es,False,1440482136696393739,"Q bonito

https://t.co/ul9iZeeHVc",[],[],[],['https://t.co/ul9iZeeHVc'],Mexico,Q bonitohttps   t co ul9iZeeHVc,2021-09-22 01:00:00
30,es,False,1440480927944114178,@Pirocoptero86 @Carrodoovinho Puta que nojo 🤮,['🤮'],[],"['Pirocoptero86', 'Carrodoovinho']",[],Mexico, Pirocoptero86  Carrodoovinho Puta que nojo ,2021-09-22 01:00:00
31,es,False,1440479902340243469,@Marina92011959 Que pena https://t.co/f7qygmKEZq,[],[],['Marina92011959'],[],Mexico, Marina92011959 Que pena https   t co f7qygmKEZq,2021-09-22 01:00:00
32,es,False,1440474654284533771,@Luna_quarentena Imagino amiga 😢😢,['😢'],[],['Luna_quarentena'],[],Mexico, Luna quarentena Imagino amiga ,2021-09-22 01:00:00
33,es,False,1440471175138725889,@Luna_quarentena Complicado…,[],[],['Luna_quarentena'],[],Mexico, Luna quarentena Complicado…,2021-09-22 00:00:00
34,es,False,1440440246240362498,@Luna_quarentena @eduardoandrea Grata.,[],[],"['Luna_quarentena', 'eduardoandrea']",[],Mexico, Luna quarentena  eduardoandrea Grata ,2021-09-21 22:00:00
35,es,False,1440430631683428353,@Luna_quarentena Caga no pé dele!,[],[],['Luna_quarentena'],[],Mexico, Luna quarentena Caga no pé dele ,2021-09-21 22:00:00
36,es,False,1440430254665830400,@brunosouza8282 Entiada? 🤔,['🤔'],[],['brunosouza8282'],[],Mexico, brunosouza8282 Entiada  ,2021-09-21 22:00:00
37,es,False,1440396719640875015,@cgdoval en el próximo quarentena podrías dar una opinión sobre los posibles trastornos de las vacunas con el período? No sé hasta que punto la cosa es o no es.,[],[],['cgdoval'],[],Mexico, cgdoval en el próximo quarentena podrías dar una opinión sobre los posibles trastornos de las vacunas con el período  No sé hasta que punto la cosa es o no es ,2021-09-21 19:00:00
38,es,False,1440391547141320713,@C5N @fllorenteantoni El fin justifica los medios escribió alguna vez Napoleón y se traduce ahora en Argentina como:todo sea por un voto. Por decreto empezó la quarentena y por decreto termina la PANDEMIA;si esto lo hacia otro gobierno lo estarían matando con la variante Delta dando vueltas.Ridiculos!,[],[],"['C5N', 'fllorenteantoni']",[],Mexico, C5N  fllorenteantoni El fin justifica los medios escribió alguna vez Napoleón y se traduce ahora en Argentina como todo sea por un voto  Por decreto empezó la quarentena y por decreto termina la PANDEMIA si esto lo hacia otro gobierno lo estarían matando con la variante Delta dando vueltas Ridiculos ,2021-09-21 19:00:00
39,es,False,1440343897926864896,@LuizERF99 @AlerquinaHarley @AdrnoSantos @Pr_Magela @ConsaBurgos @Deusa_Hela_ @gubarthelson @Guihzinhou @DropTheMobile @_bel2 @Luna_quarentena @marcosmunizmelo @Penelopequasec1 @Divergente1977 @AlerquinaHarley ele está nos desafiando🤣🤣🤣,['🤣'],[],"['LuizERF99', 'AlerquinaHarley', 'AdrnoSantos', 'Pr_Magela', 'ConsaBurgos', 'Deusa_Hela_', 'gubarthelson', 'Guihzinhou', 'DropTheMobile', '_bel2', 'Luna_quarentena', 'marcosmunizmelo', 'Penelopequasec1', 'Divergente1977', 'AlerquinaHarley']",[],Mexico, LuizERF99  AlerquinaHarley  AdrnoSantos  Pr Magela  ConsaBurgos  Deusa Hela   gubarthelson  Guihzinhou  DropTheMobile   bel2  Luna quarentena  marcosmunizmelo  Penelopequasec1  Divergente1977  AlerquinaHarley ele está nos desafiando,2021-09-21 16:00:00
40,es,False,1440295728673296384,desde 2019 estamos de quarentena https://t.co/ZC2vXqVADN,[],[],[],['https://t.co/ZC2vXqVADN'],Mexico,desde 2019 estamos de quarentena https   t co ZC2vXqVADN,2021-09-21 13:00:00
41,es,False,1440286765760192519,@rosevitaly1 @lesarmol @Wagner_Planas @rosangela_bolze @CludiaTanaka2 @Deusa_Hela_ @08578hgf @fergrecocas @pchopner @ana70947612 @Luna_quarentena Pronto,[],[],"['rosevitaly1', 'lesarmol', 'Wagner_Planas', 'rosangela_bolze', 'CludiaTanaka2', 'Deusa_Hela_', '08578hgf', 'fergrecocas', 'pchopner', 'ana70947612', 'Luna_quarentena']",[],Mexico, rosevitaly1  lesarmol  Wagner Planas  rosangela bolze  CludiaTanaka2  Deusa Hela   08578hgf  fergrecocas  pchopner  ana70947612  Luna quarentena Pronto,2021-09-21 12:00:00
42,es,False,1440267888221327361,@FlvioMartinsds3 @Luna_quarentena @Deusa_Hela_ Qual o alucinógeno que eles usam???,[],[],"['FlvioMartinsds3', 'Luna_quarentena', 'Deusa_Hela_']",[],Mexico, FlvioMartinsds3  Luna quarentena  Deusa Hela  Qual o alucinógeno que eles usam   ,2021-09-21 11:00:00
43,es,False,1440147082032021504,@CCunha1964 Triste e emocionante 😢,['😢'],[],['CCunha1964'],[],Mexico, CCunha1964 Triste e emocionante ,2021-09-21 03:00:00
44,es,False,1440115135897640960,"sempre tivemos neuronios funcionais, obvio que respeitamos a quarentena https://t.co/z5WFhwxJzo",[],[],[],['https://t.co/z5WFhwxJzo'],Mexico,sempre tivemos neuronios funcionais  obvio que respeitamos a quarentena https   t co z5WFhwxJzo,2021-09-21 01:00:00
45,es,False,1440102915151106049,@Luna_quarentena @DOICODI_NELES Luna 👏🏻👏🏻👏🏻👏🏻👏🏻,['👏🏻'],[],"['Luna_quarentena', 'DOICODI_NELES']",[],Mexico, Luna quarentena  DOICODI NELES Luna ,2021-09-21 00:00:00
46,es,False,1440075927183003655,@julio_argentin0 Hedukando a los chiquos en la quarentena,[],[],['julio_argentin0'],[],Mexico, julio argentin0 Hedukando a los chiquos en la quarentena,2021-09-20 22:00:00
47,es,False,1440071241008697345,"Quero❣️🖤
#kytannaf #vampiros #bruxaky #quarentena #2021 https://t.co/k744431tge","['❣️', '🖤']","['kytannaf', 'vampiros', 'bruxaky', 'quarentena']",[],['https://t.co/k744431tge'],Mexico,Quero kytannaf  vampiros  bruxaky  quarentena  2021 https   t co k744431tge,2021-09-20 22:00:00
48,es,False,1440067396962684928,@Iberia Da la impresión de que no tienes clara la respuesta. Eso es: quiero comprar un billete con Avios y dinero: parte de este dinero sería conun bono de un viaje suspendido de la quarentena. Es posible?,[],[],['Iberia'],[],Mexico, Iberia Da la impresión de que no tienes clara la respuesta  Eso es  quiero comprar un billete con Avios y dinero  parte de este dinero sería conun bono de un viaje suspendido de la quarentena  Es posible ,2021-09-20 22:00:00
49,es,False,1440045597440954377,Día 2 de quarentena; Alberto sóbame la quena,[],[],[],[],Mexico,Día 2 de quarentena  Alberto sóbame la quena,2021-09-20 20:00:00
50,es,False,1440033212676272129,"@SigaGazetaBR Como, se ele terá que cumprir quarentena?",[],[],['SigaGazetaBR'],[],Mexico, SigaGazetaBR Como  se ele terá que cumprir quarentena ,2021-09-20 19:00:00
51,es,False,1440023375179653131,@Rkrahenbuhl Quarentena eterno pro bozo por favor,[],[],['Rkrahenbuhl'],[],Mexico, Rkrahenbuhl Quarentena eterno pro bozo por favor,2021-09-20 19:00:00
52,es,False,1439950681813786627,@marejoy @ath1abalba @AcoLyonel @Luna_quarentena @madrilima @MarciaAly01 @AlerquinaHarley @MsBraun7 @Deusa_Hela_ @CludiaTanaka2 @ConsaBurgos Entendi...😉😂😂,"['😉', '😂']",[],"['marejoy', 'ath1abalba', 'AcoLyonel', 'Luna_quarentena', 'madrilima', 'MarciaAly01', 'AlerquinaHarley', 'MsBraun7', 'Deusa_Hela_', 'CludiaTanaka2', 'ConsaBurgos']",[],Mexico, marejoy  ath1abalba  AcoLyonel  Luna quarentena  madrilima  MarciaAly01  AlerquinaHarley  MsBraun7  Deusa Hela   CludiaTanaka2  ConsaBurgos Entendi   ,2021-09-20 14:00:00
53,es,False,1439949283432730627,@ath1abalba @AcoLyonel @Luna_quarentena @madrilima @MarciaAly01 @AlerquinaHarley @MsBraun7 @ACupinj @Deusa_Hela_ @CludiaTanaka2 @ConsaBurgos Nos comentarios do tweet dele,[],[],"['ath1abalba', 'AcoLyonel', 'Luna_quarentena', 'madrilima', 'MarciaAly01', 'AlerquinaHarley', 'MsBraun7', 'ACupinj', 'Deusa_Hela_', 'CludiaTanaka2', 'ConsaBurgos']",[],Mexico, ath1abalba  AcoLyonel  Luna quarentena  madrilima  MarciaAly01  AlerquinaHarley  MsBraun7  ACupinj  Deusa Hela   CludiaTanaka2  ConsaBurgos Nos comentarios do tweet dele,2021-09-20 14:00:00
54,es,False,1439837107799920640,"@Luna_quarentena @ACesar21786064 @didiindignada @claudiaM2021 @VitalAbraao @EmillyLuh @BlogdoNoblat Ciumenta ela 
😂😂😂😂",['😂'],[],"['Luna_quarentena', 'ACesar21786064', 'didiindignada', 'claudiaM2021', 'VitalAbraao', 'EmillyLuh', 'BlogdoNoblat']",[],Mexico, Luna quarentena  ACesar21786064  didiindignada  claudiaM2021  VitalAbraao  EmillyLuh  BlogdoNoblat Ciumenta ela ,2021-09-20 06:00:00
55,es,False,1439803676739219460,"@kurtnolte @julianaoxenford En Canadá como en UK, y otros países no aceptan Sinopharm, debes hacer quarentena 10 días, test PCR al llegar al aeropuerto. Perú debe dar sólo Pfizer, Moderna o Johnson @PolloFarsantePe @rmapalacios @augusthorndike",[],[],"['kurtnolte', 'julianaoxenford', 'PolloFarsantePe', 'rmapalacios', 'augusthorndike']",[],Mexico, kurtnolte  julianaoxenford En Canadá como en UK  y otros países no aceptan Sinopharm  debes hacer quarentena 10 días  test PCR al llegar al aeropuerto  Perú debe dar sólo Pfizer  Moderna o Johnson  PolloFarsantePe  rmapalacios  augusthorndike,2021-09-20 04:00:00
56,es,False,1439793212571496452,"@rsallesmma Grande bosta, enfia no cu!",[],[],['rsallesmma'],[],Mexico, rsallesmma Grande bosta  enfia no cu ,2021-09-20 03:00:00
57,es,False,1439788569481158657,@MiguelNew171 @congressoemfoco Que triste https://t.co/bbJ3HGuyiZ,[],[],"['MiguelNew171', 'congressoemfoco']",[],Mexico, MiguelNew171  congressoemfoco Que triste https   t co bbJ3HGuyiZ,2021-09-20 03:00:00
58,es,False,1439773845666336772,@douglas_web @rosangela_bolze @CludiaTanaka2 @Deusa_Hela_ @pchopner @lesarmol @ana70947612 @08578hgf @DINAHMRIB1 @Luna_quarentena Eletrodomésticos Movidos a ivermectina ?,[],[],"['douglas_web', 'rosangela_bolze', 'CludiaTanaka2', 'Deusa_Hela_', 'pchopner', 'lesarmol', 'ana70947612', '08578hgf', 'DINAHMRIB1', 'Luna_quarentena']",[],Mexico, douglas web  rosangela bolze  CludiaTanaka2  Deusa Hela   pchopner  lesarmol  ana70947612  08578hgf  DINAHMRIB1  Luna quarentena Eletrodomésticos Movidos a ivermectina  ,2021-09-20 02:00:00
59,es,False,1439765486997315586,@Luna_quarentena @AleStealth_ Vamos para @ConsaBurgos,[],[],"['Luna_quarentena', 'AleStealth_', 'ConsaBurgos']",[],Mexico, Luna quarentena  AleStealth  Vamos para  ConsaBurgos,2021-09-20 02:00:00
60,es,False,1439760272982425600,@Luna_quarentena @AleStealth_ Toma tento🤣🤣🤣,['🤣'],[],"['Luna_quarentena', 'AleStealth_']",[],Mexico, Luna quarentena  AleStealth  Toma tento,2021-09-20 01:00:00
61,es,False,1439757467240566791,"@Luna_quarentena @TassianaFiguei3 Ehhhhh vamos pro México e pular o muro , fugir pra Las Vegas",[],[],"['Luna_quarentena', 'TassianaFiguei3']",[],Mexico, Luna quarentena  TassianaFiguei3 Ehhhhh vamos pro México e pular o muro   fugir pra Las Vegas,2021-09-20 01:00:00
62,es,False,1439754533362704390,@Luna_quarentena @TassianaFiguei3 Ponto fraco?😃,['😃'],[],"['Luna_quarentena', 'TassianaFiguei3']",[],Mexico, Luna quarentena  TassianaFiguei3 Ponto fraco ,2021-09-20 01:00:00
63,es,False,1439753655868141568,@Luna_quarentena @AleStealth_ @TassianaFiguei3 Masoquista https://t.co/qEUchjuNxG,[],[],"['Luna_quarentena', 'AleStealth_', 'TassianaFiguei3']",[],Mexico, Luna quarentena  AleStealth   TassianaFiguei3 Masoquista https   t co qEUchjuNxG,2021-09-20 01:00:00
64,es,False,1439752840604495872,@AleStealth_ @VicenteMarcelao @TassianaFiguei3 Lunáticas kkkkk,[],[],"['AleStealth_', 'VicenteMarcelao', 'TassianaFiguei3']",[],Mexico, AleStealth   VicenteMarcelao  TassianaFiguei3 Lunáticas kkkkk,2021-09-20 01:00:00
65,es,False,1439751786584215552,@Luna_quarentena @VicenteMarcelao @TassianaFiguei3 Como sabe?,[],[],"['Luna_quarentena', 'VicenteMarcelao', 'TassianaFiguei3']",[],Mexico, Luna quarentena  VicenteMarcelao  TassianaFiguei3 Como sabe ,2021-09-20 01:00:00
66,es,False,1439750599252271108,@Luna_quarentena Te entendo amiga,[],[],['Luna_quarentena'],[],Mexico, Luna quarentena Te entendo amiga,2021-09-20 01:00:00
67,es,False,1439749541725618177,@Luna_quarentena @debmorelli07 @lauraecl71 @TassianaFiguei3 To esperando,[],[],"['Luna_quarentena', 'debmorelli07', 'lauraecl71', 'TassianaFiguei3']",[],Mexico, Luna quarentena  debmorelli07  lauraecl71  TassianaFiguei3 To esperando,2021-09-20 01:00:00
68,es,False,1439745017514500099,@NcMarli @TassianaFiguei3 @Luna_quarentena Tocadores de berrante 😂😂😂😂😂,['😂'],[],"['NcMarli', 'TassianaFiguei3', 'Luna_quarentena']",[],Mexico, NcMarli  TassianaFiguei3  Luna quarentena Tocadores de berrante ,2021-09-20 00:00:00
69,es,False,1439743266228932608,"@AleStealth_ @debmorelli07 @lauraecl71 @TassianaFiguei3 Nojo, sei... https://t.co/itxTKMEeyl",[],[],"['AleStealth_', 'debmorelli07', 'lauraecl71', 'TassianaFiguei3']",[],Mexico, AleStealth   debmorelli07  lauraecl71  TassianaFiguei3 Nojo  sei    https   t co itxTKMEeyl,2021-09-20 00:00:00
70,es,False,1439742967007301634,@AleStealth_ @lauraecl71 @debmorelli07 @TassianaFiguei3 Repete! https://t.co/rm4b0UhfuY,[],[],"['AleStealth_', 'lauraecl71', 'debmorelli07', 'TassianaFiguei3']",[],Mexico, AleStealth   lauraecl71  debmorelli07  TassianaFiguei3 Repete  https   t co rm4b0UhfuY,2021-09-20 00:00:00
71,es,False,1439742170450251781,@TassianaFiguei3 @AleStealth_ Imagino https://t.co/tTg8Gc66UL,[],[],"['TassianaFiguei3', 'AleStealth_']",[],Mexico, TassianaFiguei3  AleStealth  Imagino https   t co tTg8Gc66UL,2021-09-20 00:00:00
72,es,False,1439741330020839431,@lauraecl71 @Luna_quarentena @debmorelli07 @TassianaFiguei3 Lambisgóias,[],[],"['lauraecl71', 'Luna_quarentena', 'debmorelli07', 'TassianaFiguei3']",[],Mexico, lauraecl71  Luna quarentena  debmorelli07  TassianaFiguei3 Lambisgóias,2021-09-20 00:00:00
73,es,False,1439739018154061832,@Luna_quarentena @AleStealth_ *de ir*,[],[],"['Luna_quarentena', 'AleStealth_']",[],Mexico, Luna quarentena  AleStealth   de ir ,2021-09-20 00:00:00
74,es,False,1439738427679911936,@debmorelli07 @TassianaFiguei3 @AleStealth_ @lauraecl71 Ele arrega 😂😂😂😂😂,['😂'],[],"['debmorelli07', 'TassianaFiguei3', 'AleStealth_', 'lauraecl71']",[],Mexico, debmorelli07  TassianaFiguei3  AleStealth   lauraecl71 Ele arrega ,2021-09-20 00:00:00
75,es,False,1439737375412965380,@Luna_quarentena @AleStealth_ Cantada🤣🤣🤣🤣,['🤣'],[],"['Luna_quarentena', 'AleStealth_']",[],Mexico, Luna quarentena  AleStealth  Cantada,2021-09-20 00:00:00
