,tweet_lang,poi_name,poi_id,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_en,tweet_date
0,en,POTUS,1349149096909668363,True,1440858017122197504,"Today I had three productive meetings with congressional Democrats to hear their perspectives and make progress in passing the Build Back Better Act and Bipartisan Infrastructure Deal. There’s more work to be done, but I’m committed to delivering for the middle class.",[],[],[],[],USA,Today I had three productive meetings with congressional Democrats to hear their perspectives and make progress in passing the Build Back Better Act and Bipartisan Infrastructure Deal  There’s more work to be done  but I’m committed to delivering for the middle class ,2021-09-23 02:00:00
1,en,POTUS,1349149096909668363,True,1440837982160769024,"Instead of continuing to fight the wars of the past, we are focusing on the challenges that hold the keys to our future. https://t.co/Pdh9v5yqMD",[],[],[],[],USA,Instead of continuing to fight the wars of the past  we are focusing on the challenges that hold the keys to our future  https   t co Pdh9v5yqMD,2021-09-23 01:00:00
2,en,POTUS,1349149096909668363,True,1440794506652110848,"I’m sick and tired of the super-wealthy and giant corporations not paying their fair share in taxes.
 
It’s time for it to change.",[],[],[],[],USA,I’m sick and tired of the super wealthy and giant corporations not paying their fair share in taxes  It’s time for it to change ,2021-09-22 22:00:00
3,en,POTUS,1349149096909668363,True,1440772872448798723,Let’s put this pandemic behind us. Get vaccinated.,[],[],[],[],USA,Let’s put this pandemic behind us  Get vaccinated ,2021-09-22 20:00:00
4,en,POTUS,1349149096909668363,True,1440756785057468419,"Today I spoke with President Emmanuel Macron of France, and reaffirmed the importance of French and European engagement in the Indo-Pacific region. I look forward to a process of in-depth consultations and to meeting with him in October. https://t.co/MouVMCBgDR",[],[],[],[],USA,Today I spoke with President Emmanuel Macron of France  and reaffirmed the importance of French and European engagement in the Indo Pacific region  I look forward to a process of in depth consultations and to meeting with him in October  https   t co MouVMCBgDR,2021-09-22 19:00:00
5,en,POTUS,1349149096909668363,True,1440728112170340360,"As we fight COVID-19 here at home, we need to continue our efforts overseas. That’s why today, I announced we’re increasing our total vaccine donation to over 1.1 billion doses — more than every other country combined.
 
That’s American leadership on the global stage.",[],[],[],[],USA,As we fight COVID 19 here at home  we need to continue our efforts overseas  That’s why today  I announced we’re increasing our total vaccine donation to over 1 1 billion doses — more than every other country combined  That’s American leadership on the global stage ,2021-09-22 17:00:00
6,en,POTUS,1349149096909668363,True,1440718421390282753,We are committed to working with our partners and allies to build a more prosperous future for all people. https://t.co/o50rOqEHXc,[],[],[],[],USA,We are committed to working with our partners and allies to build a more prosperous future for all people  https   t co o50rOqEHXc,2021-09-22 17:00:00
7,en,POTUS,1349149096909668363,True,1440666857724252160,"Instead of continuing to fight the wars of the past, we are fixing our eyes on — and devoting our resources to — the challenges that hold the keys to our future: ending the pandemic, the climate crisis, emerging technology, and the threat of terrorism as it stands today.",[],[],[],[],USA,Instead of continuing to fight the wars of the past  we are fixing our eyes on — and devoting our resources to — the challenges that hold the keys to our future  ending the pandemic  the climate crisis  emerging technology  and the threat of terrorism as it stands today ,2021-09-22 13:00:00
8,en,POTUS,1349149096909668363,True,1440487517149532164,It was an honor to welcome United Kingdom Prime Minister Boris Johnson to the White House this afternoon. The bond between our two nations is ironclad and we’re committed to working together on everything from climate change to COVID-19 in the years ahead. https://t.co/ldr0NzzWYN,[],[],[],[],USA,It was an honor to welcome United Kingdom Prime Minister Boris Johnson to the White House this afternoon  The bond between our two nations is ironclad and we’re committed to working together on everything from climate change to COVID 19 in the years ahead  https   t co ldr0NzzWYN,2021-09-22 01:00:00
9,en,POTUS,1349149096909668363,True,1440408769456791552,It was great to meet with Australian Prime Minister Scott Morrison today in New York. Our nations have stood together for over 70 years — and we’re committed to working together to secure a free and open Indo-Pacific region and tackle the shared challenges we face. https://t.co/SNGCQSy3H9,[],[],[],[],USA,It was great to meet with Australian Prime Minister Scott Morrison today in New York  Our nations have stood together for over 70 years — and we’re committed to working together to secure a free and open Indo Pacific region and tackle the shared challenges we face  https   t co SNGCQSy3H9,2021-09-21 20:00:00
10,en,POTUS,1349149096909668363,True,1440394460710391814,"From extreme storms to relentless wildfires, we’re witnessing the devastating impact of climate change every day.

We need to act. We need to pass my Build Back Better Agenda. https://t.co/Ooms6iHAPs",[],[],[],[],USA,From extreme storms to relentless wildfires  we’re witnessing the devastating impact of climate change every day We need to act  We need to pass my Build Back Better Agenda  https   t co Ooms6iHAPs,2021-09-21 19:00:00
11,en,POTUS,1349149096909668363,True,1440379663411343364,"It was an honor to address the UN General Assembly this morning. We stand at an inflection point in history, and the United States is committed to working with our allies and partners to tackle the greatest challenges of our time.

We will build a better future — together. https://t.co/M7xAx72PqE",[],[],[],[],USA,It was an honor to address the UN General Assembly this morning  We stand at an inflection point in history  and the United States is committed to working with our allies and partners to tackle the greatest challenges of our time We will build a better future — together  https   t co M7xAx72PqE,2021-09-21 18:00:00
12,en,POTUS,1349149096909668363,True,1440340140187009031,"Here at the dawning of what must be a decisive decade for our world, our global community is challenged by urgent and looming crises. But in those crises lie enormous opportunities, if we can summon the will and resolve to seize them.
 
We stand at an inflection point in history.",[],[],[],[],USA,Here at the dawning of what must be a decisive decade for our world  our global community is challenged by urgent and looming crises  But in those crises lie enormous opportunities  if we can summon the will and resolve to seize them  We stand at an inflection point in history ,2021-09-21 16:00:00
13,en,POTUS,1349149096909668363,True,1440315218005880843,Tune in as I deliver remarks before the 76th Session of the United Nations General Assembly. https://t.co/3i8ONT13G7,[],[],[],['https://t.co/3i8ONT13G7'],USA,Tune in as I deliver remarks before the 76th Session of the United Nations General Assembly  https   t co 3i8ONT13G7,2021-09-21 14:00:00
14,en,POTUS,1349149096909668363,True,1440310494871515143,In New York for the UN General Assembly. Let’s get to work. https://t.co/LeszRZGmuN,[],[],[],[],USA,In New York for the UN General Assembly  Let’s get to work  https   t co LeszRZGmuN,2021-09-21 14:00:00
15,en,POTUS,1349149096909668363,True,1440295929983078402,It’s not enough just to build back to the way things were before the pandemic – it’s time to build back better. https://t.co/gT6WiV1Eaj,[],[],[],[],USA,It’s not enough just to build back to the way things were before the pandemic – it’s time to build back better  https   t co gT6WiV1Eaj,2021-09-21 13:00:00
16,en,POTUS,1349149096909668363,True,1440135291843534848,"As I said during tonight’s meeting with UN Secretary General António Guterres: global challenges require global solutions. We believe in the United Nations and its value. And at this moment, our bond — based on common values and principles — is more important than ever. https://t.co/H7G1GAXopQ",[],[],[],[],USA,As I said during tonight’s meeting with UN Secretary General António Guterres  global challenges require global solutions  We believe in the United Nations and its value  And at this moment  our bond — based on common values and principles — is more important than ever  https   t co H7G1GAXopQ,2021-09-21 02:00:00
17,en,POTUS,1349149096909668363,True,1440089176230088712,It’s time we reward work in this country — not just wealth.,[],[],[],[],USA,It’s time we reward work in this country — not just wealth ,2021-09-20 23:00:00
18,en,POTUS,1349149096909668363,True,1440068616511123457,"I’m not looking to punish anyone, I just think it’s only fair that the wealthiest Americans pay their fair share once again. Then, we’ll use that money to invest in the middle class. https://t.co/xZYMMUo5yi",[],[],[],[],USA,I’m not looking to punish anyone  I just think it’s only fair that the wealthiest Americans pay their fair share once again  Then  we’ll use that money to invest in the middle class  https   t co xZYMMUo5yi,2021-09-20 22:00:00
19,en,POTUS,1349149096909668363,True,1440053936551981063,"I applaud this plan from @SpeakerPelosi and @SenSchumer to keep the government open, provide disaster relief, and avoid catastrophic default.
 
This is a bipartisan responsibility, just as it was under my predecessor. Blocking it would be inexcusable. https://t.co/qDBwMs6DBx",[],[],"['SpeakerPelosi', 'SenSchumer']",['https://t.co/qDBwMs6DBx'],USA,I applaud this plan from  SpeakerPelosi and  SenSchumer to keep the government open  provide disaster relief  and avoid catastrophic default  This is a bipartisan responsibility  just as it was under my predecessor  Blocking it would be inexcusable  https   t co qDBwMs6DBx,2021-09-20 21:00:00
20,en,POTUS,1349149096909668363,True,1440022155295592452,"This afternoon, I’m heading to New York for the 76th session of the United Nations General Assembly. I look forward to strengthening our global partnerships, working with our allies to tackle our shared challenges, and making clear that America is back.",[],[],[],[],USA,This afternoon  I’m heading to New York for the 76th session of the United Nations General Assembly  I look forward to strengthening our global partnerships  working with our allies to tackle our shared challenges  and making clear that America is back ,2021-09-20 19:00:00
21,en,POTUS,1349149096909668363,True,1439991267727925251,"Ten years ago today, the repeal of Don’t Ask, Don’t Tell helped move our nation closer to its foundational promise of equality, dignity, and opportunity for all. I am thankful for all of the LGBTQ+ service members and veterans who strengthen our military and our nation.",[],[],[],[],USA,Ten years ago today  the repeal of Don’t Ask  Don’t Tell helped move our nation closer to its foundational promise of equality  dignity  and opportunity for all  I am thankful for all of the LGBTQ  service members and veterans who strengthen our military and our nation ,2021-09-20 17:00:00
22,en,POTUS,1349149096909668363,True,1439949022266015749,"We have the tools to put this pandemic behind us, but we all have to do our part. If you haven’t yet, please get vaccinated. And if you’ve gotten vaccinated, reach out to family and friends who haven’t. 

Let’s finish this once and for all.",[],[],[],[],USA,We have the tools to put this pandemic behind us  but we all have to do our part  If you haven’t yet  please get vaccinated  And if you’ve gotten vaccinated  reach out to family and friends who haven’t  Let’s finish this once and for all ,2021-09-20 14:00:00
23,en,POTUS,1349149096909668363,True,1439650502757736448,We need to build an economy that gives working people a fair shot. We need to restore fairness to our tax code. We need to make long overdue investments in our infrastructure. We need to pass the Bipartisan Infrastructure Deal and my Build Back Better Agenda. https://t.co/WLhNfLDfMi,[],[],[],[],USA,We need to build an economy that gives working people a fair shot  We need to restore fairness to our tax code  We need to make long overdue investments in our infrastructure  We need to pass the Bipartisan Infrastructure Deal and my Build Back Better Agenda  https   t co WLhNfLDfMi,2021-09-19 18:00:00
24,en,POTUS,1349149096909668363,True,1439601674142760960,"For me it’s pretty simple: It’s about time working people got the tax breaks in this country.
 
That’s the Build Back Better Agenda.",[],[],[],[],USA,For me it’s pretty simple  It’s about time working people got the tax breaks in this country  That’s the Build Back Better Agenda ,2021-09-19 15:00:00
25,en,POTUS,1349149096909668363,True,1439289427432509440,"My plan is very clear: we will not raise taxes on anyone making under $400,000 a year.
 
It’s only corporations and people making over $400,000 a year who will see their taxes go up.",[],[],[],[],USA,My plan is very clear  we will not raise taxes on anyone making under  400 000 a year  It’s only corporations and people making over  400 000 a year who will see their taxes go up ,2021-09-18 18:00:00
26,en,POTUS,1349149096909668363,True,1439258143897313281,"Big corporations and the super wealthy have to start paying their fair share.
 
It is long overdue.",[],[],[],[],USA,Big corporations and the super wealthy have to start paying their fair share  It is long overdue ,2021-09-18 16:00:00
27,en,POTUS,1349149096909668363,True,1438982278730948614,"My Build Back Better Agenda benefits ordinary, hardworking Americans — not those at the top.
 
It’s a historic middle class tax cut — cutting taxes for over 50 million families.",[],[],[],[],USA,My Build Back Better Agenda benefits ordinary  hardworking Americans — not those at the top  It’s a historic middle class tax cut — cutting taxes for over 50 million families ,2021-09-17 22:00:00
28,en,POTUS,1349149096909668363,True,1438966795705233413,"We’re facing an inflection point with the climate crisis — and the time to act is now. This morning, I reconvened the Major Economies Forum on Energy and Climate to discuss our progress here at home and how we can rally the world to tackle this crisis with the urgency it demands. https://t.co/jQjUKweBL8",[],[],[],[],USA,We’re facing an inflection point with the climate crisis — and the time to act is now  This morning  I reconvened the Major Economies Forum on Energy and Climate to discuss our progress here at home and how we can rally the world to tackle this crisis with the urgency it demands  https   t co jQjUKweBL8,2021-09-17 21:00:00
29,en,POTUS,1349149096909668363,True,1438902321916809220,It’s time that working people in this country got the tax breaks for a change. https://t.co/9Govq8RYiJ,[],[],[],[],USA,It’s time that working people in this country got the tax breaks for a change  https   t co 9Govq8RYiJ,2021-09-17 16:00:00
30,en,POTUS,1349149096909668363,True,1438880204408172547,"Today in this country, the top 1% evade an estimated $160 billion in taxes each year.
 
55 of the most profitable corporations in America pay zero dollars in federal income taxes on $40 billion in profit.
 
It just isn’t right — and my economic plan will change it.",[],[],[],[],USA,Today in this country  the top 1  evade an estimated  160 billion in taxes each year  55 of the most profitable corporations in America pay zero dollars in federal income taxes on  40 billion in profit  It just isn’t right — and my economic plan will change it ,2021-09-17 15:00:00
31,en,POTUS,1349149096909668363,True,1438858304046907395,"Immigrants come to America from different circumstances, but every generation has made us stronger. This Citizenship Day serves as a reminder that it’s up to us to ensure we remain a country worthy of the dreams and aspirations of immigrants from around the world. https://t.co/1jBBqLBUop",[],[],[],[],USA,Immigrants come to America from different circumstances  but every generation has made us stronger  This Citizenship Day serves as a reminder that it’s up to us to ensure we remain a country worthy of the dreams and aspirations of immigrants from around the world  https   t co 1jBBqLBUop,2021-09-17 14:00:00
32,en,POTUS,1349149096909668363,True,1438661703013707776,This is our moment to prove to the American people that their government works for them – and not just big corporations and those at the top. https://t.co/PSkuZHJ58n,[],[],[],[],USA,This is our moment to prove to the American people that their government works for them – and not just big corporations and those at the top  https   t co PSkuZHJ58n,2021-09-17 01:00:00
33,en,POTUS,1349149096909668363,True,1438642278776586245,"This is our opportunity to be the nation we know we can and should be. 

A nation where all of us — not just those at the top — get to share in the benefits of a growing economy in the years ahead. 
 
Let’s not squander this moment. Let’s look forward — and build back better. https://t.co/3qaqx0a63r",[],[],[],[],USA,This is our opportunity to be the nation we know we can and should be  A nation where all of us — not just those at the top — get to share in the benefits of a growing economy in the years ahead   Let’s not squander this moment  Let’s look forward — and build back better  https   t co 3qaqx0a63r,2021-09-16 23:00:00
34,en,POTUS,1349149096909668363,True,1438607159722397698,"I believe we’re at an inflection point.
 
Are we going to continue with an economy where the overwhelming share of the benefits go to the top?
 
Or will we choose a new path? One that invests in this nation and creates growth that benefits everyone.",[],[],[],[],USA,I believe we’re at an inflection point  Are we going to continue with an economy where the overwhelming share of the benefits go to the top  Or will we choose a new path  One that invests in this nation and creates growth that benefits everyone ,2021-09-16 21:00:00
35,en,POTUS,1349149096909668363,True,1438586013866156044,"I can’t believe this has to be said, but a teacher shouldn’t pay a higher tax rate than a hedge fund manager.",[],[],[],[],USA,I can’t believe this has to be said  but a teacher shouldn’t pay a higher tax rate than a hedge fund manager ,2021-09-16 20:00:00
36,en,POTUS,1349149096909668363,True,1438567008786952198,"My Republican friends are attacking my plan — saying it’s “big spending.”

I have to laugh when I hear that one.

These are the same folks who passed the Trump tax cuts, almost $2 trillion, a giant giveaway to corporations and the top 1% — and almost none of it was paid for.",[],[],[],[],USA,My Republican friends are attacking my plan — saying it’s “big spending ”I have to laugh when I hear that one These are the same folks who passed the Trump tax cuts  almost  2 trillion  a giant giveaway to corporations and the top 1  — and almost none of it was paid for ,2021-09-16 18:00:00
37,en,POTUS,1349149096909668363,True,1438564277586210820,"For a long time, this economy has worked great for those at the top. While ordinary, hardworking Americans — the people who built this country — have been cut out of the deal.

This is our moment to change that. This is our moment to deal working people back in.",[],[],[],[],USA,For a long time  this economy has worked great for those at the top  While ordinary  hardworking Americans — the people who built this country — have been cut out of the deal This is our moment to change that  This is our moment to deal working people back in ,2021-09-16 18:00:00
38,en,POTUS,1349149096909668363,True,1438563274539376640,Tune in as I deliver remarks on how we can level the playing field in our economy. https://t.co/NwL3xMrhdZ,[],[],[],['https://t.co/NwL3xMrhdZ'],USA,Tune in as I deliver remarks on how we can level the playing field in our economy  https   t co NwL3xMrhdZ,2021-09-16 18:00:00
39,en,POTUS,1349149096909668363,True,1438549870885937156,"Yes, we face a crisis with climate change. But we also face an unprecedented opportunity.

To create the good-paying, union jobs of the future. To create the industries of the future. To win the future. And to save the planet.

We can do this.",[],[],[],[],USA,Yes  we face a crisis with climate change  But we also face an unprecedented opportunity To create the good paying  union jobs of the future  To create the industries of the future  To win the future  And to save the planet We can do this ,2021-09-16 17:00:00
40,en,POTUS,1349149096909668363,True,1438528857133436935,"We have the tools to defeat COVID-19, but we just have to finish the job. With truth, with science, and with confidence. 

Together — as one nation.",[],[],[],[],USA,We have the tools to defeat COVID 19  but we just have to finish the job  With truth  with science  and with confidence  Together — as one nation ,2021-09-16 16:00:00
41,en,POTUS,1349149096909668363,True,1438515222390603787,"15 Nobel Prize-winning economists agree that my economic plan will grow our economy.

But it’s about more than that — it’s about deciding that we want an economy that deals the middle class in. An economy where the wealthiest don’t get to write the rules. https://t.co/Vd5HrKnzBM",[],[],[],['https://t.co/Vd5HrKnzBM'],USA,15 Nobel Prize winning economists agree that my economic plan will grow our economy But it’s about more than that — it’s about deciding that we want an economy that deals the middle class in  An economy where the wealthiest don’t get to write the rules  https   t co Vd5HrKnzBM,2021-09-16 15:00:00
42,en,POTUS,1349149096909668363,True,1438300851144122370,"The vaccine requirements under my COVID plan will cover one hundred million workers. Today, I met with businesses that are leading the way. Because vaccine requirements keep businesses open and workers safe. https://t.co/zx1J2oOOPx",[],[],[],[],USA,The vaccine requirements under my COVID plan will cover one hundred million workers  Today  I met with businesses that are leading the way  Because vaccine requirements keep businesses open and workers safe  https   t co zx1J2oOOPx,2021-09-16 01:00:00
43,en,POTUS,1349149096909668363,True,1438278944692842503,"I’ve set a course for the U.S. to achieve 100% clean electricity by 2035, and to reach net-zero emissions economy-wide by 2050.
 
We can do this in a way that creates good jobs, lowers costs, and makes us global leaders of entirely new industries.",[],[],[],[],USA,I’ve set a course for the U S  to achieve 100  clean electricity by 2035  and to reach net zero emissions economy wide by 2050  We can do this in a way that creates good jobs  lowers costs  and makes us global leaders of entirely new industries ,2021-09-15 23:00:00
44,en,POTUS,1349149096909668363,True,1438255263430201345,"Let me be clear: The wealthy don’t need another tax cut, the middle class does. The hardworking Americans who get up every day and make this country run. 
 
We’re going to pass a historic middle class tax cut — paid for by making those at the top pay their fair share.",[],[],[],[],USA,Let me be clear  The wealthy don’t need another tax cut  the middle class does  The hardworking Americans who get up every day and make this country run   We’re going to pass a historic middle class tax cut — paid for by making those at the top pay their fair share ,2021-09-15 22:00:00
45,en,POTUS,1349149096909668363,True,1438245698198249476,Tune in as I deliver remarks on a national security initiative – joined virtually by Australian Prime Minister Scott Morrison and United Kingdom Prime Minister Boris Johnson. https://t.co/reAHEnNxAZ,[],[],[],['https://t.co/reAHEnNxAZ'],USA,Tune in as I deliver remarks on a national security initiative – joined virtually by Australian Prime Minister Scott Morrison and United Kingdom Prime Minister Boris Johnson  https   t co reAHEnNxAZ,2021-09-15 21:00:00
46,en,POTUS,1349149096909668363,True,1438227370008272900,"We have a fundamental choice to make. Are we just going to go back to the way things were before the pandemic, with working people being cut out of the deal — or are we going to build a new economy that gives the middle class a chance?

I know my answer.",[],[],[],[],USA,We have a fundamental choice to make  Are we just going to go back to the way things were before the pandemic  with working people being cut out of the deal — or are we going to build a new economy that gives the middle class a chance I know my answer ,2021-09-15 20:00:00
47,en,POTUS,1349149096909668363,True,1438213251368620040,"Today, another round of payments from our expanded Child Tax Credit is heading to working families across the country.
 
Be on the lookout for a $250 to $300 payment labeled “CHILDCTC” in your bank account.
 
Help is here with the American Rescue Plan.",['xp'],[],[],[],USA,Today  another round of payments from our eanded Child Tax Credit is heading to working families across the country  Be on the lookout for a  250 to  300 payment labeled “CHILDCTC” in your bank account  Help is here with the American Rescue Plan ,2021-09-15 19:00:00
48,en,POTUS,1349149096909668363,True,1438201392531922951,"For millennia, Jewish communities have marked Yom Kippur as an occasion to reflect and pray; fast and seek forgiveness; account for past transgressions, and commit to future change. 
 
Jill and I extend our very best wishes for an easy and meaningful fast to all who observe.",[],[],[],[],USA,For millennia  Jewish communities have marked Yom Kippur as an occasion to reflect and pray  fast and seek forgiveness  account for past transgressions  and commit to future change   Jill and I extend our very best wishes for an easy and meaningful fast to all who observe ,2021-09-15 18:00:00
49,en,POTUS,1349149096909668363,True,1438190818687393797,"National Hispanic Heritage Month is a reminder of how much strength we draw from our diversity and immigrant roots. This month, we recognize that Hispanic heritage is American heritage and celebrate the boundless contributions the community has made that make our nation stronger.",[],[],[],[],USA,National Hispanic Heritage Month is a reminder of how much strength we draw from our diversity and immigrant roots  This month  we recognize that Hispanic heritage is American heritage and celebrate the boundless contributions the community has made that make our nation stronger ,2021-09-15 17:00:00
50,en,POTUS,1349149096909668363,True,1438155779304042503,"When I ran for President, I promised to protect and build on the historic foundation of the Affordable Care Act.
 
Now, thanks to our special enrollment period, 2.8 million more Americans have the peace of mind that comes with health insurance. This is just the beginning.",[],[],[],[],USA,When I ran for President  I promised to protect and build on the historic foundation of the Affordable Care Act  Now  thanks to our special enrollment period  2 8 million more Americans have the peace of mind that comes with health insurance  This is just the beginning ,2021-09-15 15:00:00
51,en,POTUS,1349149096909668363,True,1438118890878472192,Climate change is here — and we need to invest now. https://t.co/kuuyzQPVHj,[],[],[],[],USA,Climate change is here — and we need to invest now  https   t co kuuyzQPVHj,2021-09-15 13:00:00
52,en,POTUS,1349149096909668363,True,1437955863390691330,"The sacred right to vote is under attack across the country — and we need to take urgent action to protect it. I strongly support The Freedom to Vote Act and thank the eight Senators who came together to draft it.

Let’s get this passed.",[],[],[],[],USA,The sacred right to vote is under attack across the country — and we need to take urgent action to protect it  I strongly support The Freedom to Vote Act and thank the eight Senators who came together to draft it Let’s get this passed ,2021-09-15 02:00:00
53,en,POTUS,1349149096909668363,True,1437924726089863169,"We’re going to put money directly into the pockets of American workers by lowering the costs of child care and elder care, and making universal preschool a reality. These investments add up to thousands of dollars in savings each year for working families.

That’s a big deal.",[],[],[],[],USA,We’re going to put money directly into the pockets of American workers by lowering the costs of child care and elder care  and making universal preschool a reality  These investments add up to thousands of dollars in savings each year for working families That’s a big deal ,2021-09-15 00:00:00
54,en,POTUS,1349149096909668363,True,1437898861704581122,"To be clear: If you make under 400k, my Build Back Better Agenda won’t raise your taxes a cent. 

Not only that — you’ll get a historic tax cut, and see lower costs on things like child care and health care. 

And all of it will be paid for by the wealthy paying their fair share.",[],[],[],[],USA,To be clear  If you make under 400k  my Build Back Better Agenda won’t raise your taxes a cent  Not only that — you’ll get a historic tax cut  and see lower costs on things like child care and health care  And all of it will be paid for by the wealthy paying their fair share ,2021-09-14 22:00:00
55,en,POTUS,1349149096909668363,True,1437889009481625606,Tune in as I deliver remarks on how we can tackle the climate crisis with my Build Back Better Agenda and Bipartisan Infrastructure Deal. https://t.co/JCRwn5VdQl,[],[],[],['https://t.co/JCRwn5VdQl'],USA,Tune in as I deliver remarks on how we can tackle the climate crisis with my Build Back Better Agenda and Bipartisan Infrastructure Deal  https   t co JCRwn5VdQl,2021-09-14 21:00:00
56,en,POTUS,1349149096909668363,True,1437866796606963716,It’s time the super-wealthy and big corporations pay their fair share in taxes.,[],[],[],[],USA,It’s time the super wealthy and big corporations pay their fair share in taxes ,2021-09-14 20:00:00
57,en,POTUS,1349149096909668363,True,1437847650666262533,"The wildfires in the west are a blinking code red for our nation. That’s why my Build Back Better Agenda includes investments for wildfire preparedness, resilience, and response.",[],[],[],[],USA,The wildfires in the west are a blinking code red for our nation  That’s why my Build Back Better Agenda includes investments for wildfire preparedness  resilience  and response ,2021-09-14 19:00:00
58,en,POTUS,1349149096909668363,True,1437802568378462217,"We can't ignore the reality that wildfires are being supercharged by climate change. And when we invest in climate resilience and infrastructure, we create opportunities for everyone. https://t.co/JDbC311FkZ",[],[],[],[],USA,We can t ignore the reality that wildfires are being supercharged by climate change  And when we invest in climate resilience and infrastructure  we create opportunities for everyone  https   t co JDbC311FkZ,2021-09-14 16:00:00
59,en,POTUS,1349149096909668363,True,1437791181316964361,Wildfires are gaining in frequency and ferocity — but we know what we have to do. I visited Idaho and California yesterday to discuss how we’re responding to these fires and how we can ensure our nation is more resilient to climate change and extreme weather in the future. https://t.co/3Shm9vgiih,[],[],[],[],USA,Wildfires are gaining in frequency and ferocity — but we know what we have to do  I visited Idaho and California yesterday to discuss how we’re responding to these fires and how we can ensure our nation is more resilient to climate change and extreme weather in the future  https   t co 3Shm9vgiih,2021-09-14 15:00:00
60,en,POTUS,1349149096909668363,True,1437768830609149957,"Look, I don’t want to punish anyone’s success, but the wealthy have been getting a free ride at the expense of the middle class for too long.

I intend to pass one of the biggest middle class tax cuts ever — paid for by making those at the top pay their fair share.",['xp'],[],[],[],USA,Look  I don’t want to punish anyone’s success  but the wealthy have been getting a free ride at the eense of the middle class for too long I intend to pass one of the biggest middle class tax cuts ever — paid for by making those at the top pay their fair share ,2021-09-14 13:00:00
61,en,POTUS,1349149096909668363,True,1437556002572967940,"Tune in as I deliver remarks on our response to recent wildfires, and how we can strengthen our resilience to climate change and extreme weather. https://t.co/v3zg6QzpWF",[],[],[],['https://t.co/v3zg6QzpWF'],USA,Tune in as I deliver remarks on our response to recent wildfires  and how we can strengthen our resilience to climate change and extreme weather  https   t co v3zg6QzpWF,2021-09-13 23:00:00
62,en,POTUS,1349149096909668363,True,1437539604492607492,"If you make less than $400,000 per year, I’ll never raise your taxes one penny.
 
But if you’re at the very top, it’s time to pay your fair share.
 
We need to reward work in this country — not just wealth.",[],[],[],[],USA,If you make less than  400 000 per year  I’ll never raise your taxes one penny  But if you’re at the very top  it’s time to pay your fair share  We need to reward work in this country — not just wealth ,2021-09-13 22:00:00
63,en,POTUS,1349149096909668363,True,1437507628519858187,"With my Build Back Better Agenda, we’re going to cut middle class taxes and lower the cost of living — all funded by making the wealthy pay their fair share for a change.
 
It’s time we give hardworking Americans — the backbone of this country — a fair shot to get ahead.",[],[],[],[],USA,With my Build Back Better Agenda  we’re going to cut middle class taxes and lower the cost of living — all funded by making the wealthy pay their fair share for a change  It’s time we give hardworking Americans — the backbone of this country — a fair shot to get ahead ,2021-09-13 20:00:00
64,en,POTUS,1349149096909668363,True,1437475756125396995,"The fact is a firefighter shouldn’t pay more in taxes than an entire tech company.
 
A teacher shouldn’t pay more in taxes than an oil company.
 
We’re going to cut taxes for the middle class by ensuring the wealthy and large corporations pay their fair share.",[],[],[],[],USA,The fact is a firefighter shouldn’t pay more in taxes than an entire tech company  A teacher shouldn’t pay more in taxes than an oil company  We’re going to cut taxes for the middle class by ensuring the wealthy and large corporations pay their fair share ,2021-09-13 18:00:00
65,en,POTUS,1349149096909668363,True,1437452147399041025,"I’m on my way to Idaho and California to survey the damage from recent wildfires and meet with local officials. I’ll discuss our response to severe wildfires, and how we can make our nation more resilient to climate change and extreme weather.",[],[],[],[],USA,I’m on my way to Idaho and California to survey the damage from recent wildfires and meet with local officials  I’ll discuss our response to severe wildfires  and how we can make our nation more resilient to climate change and extreme weather ,2021-09-13 16:00:00
66,en,POTUS,1349149096909668363,True,1437169490526154754,"Lower prescription drug costs
Universal preschool
Free community college
Affordable child care
Lower health care costs

That’s what my Build Back Better Agenda means for you. And we’ll pay for it by ensuring the super wealthy and big corporations pay their fair share.",[],[],[],[],USA,Lower prescription drug costsUniversal preschoolFree community collegeAffordable child careLower health care costsThat’s what my Build Back Better Agenda means for you  And we’ll pay for it by ensuring the super wealthy and big corporations pay their fair share ,2021-09-12 22:00:00
67,en,POTUS,1349149096909668363,True,1437151355920072718,No one should lose pay to get the vaccine or take a loved one to get vaccinated. https://t.co/yJaKtedz41,[],[],[],[],USA,No one should lose pay to get the vaccine or take a loved one to get vaccinated  https   t co yJaKtedz41,2021-09-12 20:00:00
68,en,POTUS,1349149096909668363,True,1437114040006975495,"If you are seeking care at a health facility, you should know that the people treating you are vaccinated. https://t.co/8WVjpetmxp",['xp'],[],[],[],USA,If you are seeking care at a health facility  you should know that the people treating you are vaccinated  https   t co 8WVjpetm,2021-09-12 18:00:00
69,en,POTUS,1349149096909668363,True,1437089279524720645,"We honor all those lost on that dark day, 20 years ago. And we honor those who risked and gave their lives in the minutes, hours, months, and years afterword. We will never forget. https://t.co/gjMLu9ypqQ",[],[],[],[],USA,We honor all those lost on that dark day  20 years ago  And we honor those who risked and gave their lives in the minutes  hours  months  and years afterword  We will never forget  https   t co gjMLu9ypqQ,2021-09-12 16:00:00
