,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_en,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls
86,en,1439949022266015749,1349149096909668363, sissykat18  tbonebrake  DIANEMO87556719  CATHERINENEVER2  POTUS Have YOU ever even read about the mandates put in place during the pandemic in 1917 1918 ,1440903674163712000,False, sissykat18  tbonebrake  DIANEMO87556719  CATHERINENEVER2  POTUS Have YOU ever even read about the mandates put in place during the pandemic in 1917 1918 ,2021-09-23T04:59:41.000Z,USA,@sissykat18 @tbonebrake @DIANEMO87556719 @CATHERINENEVER2 @POTUS Have YOU ever even read about the mandates put in place during the pandemic in 1917/1918?,[],[],"['sissykat18', 'tbonebrake', 'DIANEMO87556719', 'CATHERINENEVER2', 'POTUS']",['https://t.co/EPJRSoZV9h']
87,en,1439949022266015749,1349149096909668363, sissykat18  HawthrnTrsklion  DIANEMO87556719  CATHERINENEVER2  POTUS That is idiotic ,1440902894081949700,False, sissykat18  HawthrnTrsklion  DIANEMO87556719  CATHERINENEVER2  POTUS That is idiotic ,2021-09-23T04:56:35.000Z,USA,@sissykat18 @HawthrnTrsklion @DIANEMO87556719 @CATHERINENEVER2 @POTUS That is idiotic.,[],[],"['sissykat18', 'HawthrnTrsklion', 'DIANEMO87556719', 'CATHERINENEVER2', 'POTUS']",[]
88,en,1439949022266015749,1349149096909668363, sissykat18  HawthrnTrsklion  DIANEMO87556719  CATHERINENEVER2  POTUS There is no fine  You just lose your job  which won t bother you  since you don t have one If you ever finish high school  maybe you will learn what it means to be responsible and think of someone besides yourself ,1440902763110674434,False, sissykat18  HawthrnTrsklion  DIANEMO87556719  CATHERINENEVER2  POTUS There is no fine  You just lose your job  which won t bother you  since you don t have one If you ever finish high school  maybe you will learn what it means to be responsible and think of someone besides yourself ,2021-09-23T04:56:04.000Z,USA,"@sissykat18 @HawthrnTrsklion @DIANEMO87556719 @CATHERINENEVER2 @POTUS There is no fine. You just lose your job, which won't bother you, since you don't have one.

If you ever finish high school, maybe you will learn what it means to be responsible and think of someone besides yourself.",[],[],"['sissykat18', 'HawthrnTrsklion', 'DIANEMO87556719', 'CATHERINENEVER2', 'POTUS']",['https://t.co/YUDC62INta']
89,en,1439949022266015749,1349149096909668363, Malcondrion  bjdeco  MrssnellS  POTUS Or people that they said died of Covid that were killed in car accidents  died naturally  had a false positive  etc  We can do this all day everyday   The sky is not falling  Quit projecting your fear onto everyone else ,1440898681687863301,False, Malcondrion  bjdeco  MrssnellS  POTUS Or people that they said died of Covid that were killed in car accidents  died naturally  had a false positive  etc  We can do this all day everyday   The sky is not falling  Quit projecting your fear onto everyone else ,2021-09-23T04:39:50.000Z,USA,"@Malcondrion @bjdeco @MrssnellS @POTUS Or people that they said died of Covid that were killed in car accidents, died naturally, had a false positive, etc. We can do this all day everyday.  The sky is not falling. Quit projecting your fear onto everyone else.",[],[],"['Malcondrion', 'bjdeco', 'MrssnellS', 'POTUS']",['https://t.co/B90qWj21uU']
90,en,1439949022266015749,1349149096909668363, Chrissy54777  NaphiSoc  POTUS  thomaskaine5 Tell me how “natural immunity” eradicated polio  smallpox and measles  Oh  that’s right  Natural immunity had nothing to do with it   Everyone got vaccines ,1440898427336986630,False, Chrissy54777  NaphiSoc  POTUS  thomaskaine5 Tell me how “natural immunity” eradicated polio  smallpox and measles  Oh  that’s right  Natural immunity had nothing to do with it   Everyone got vaccines ,2021-09-23T04:38:50.000Z,USA,"@Chrissy54777 @NaphiSoc @POTUS @thomaskaine5 Tell me how “natural immunity” eradicated polio, smallpox and measles. 

Oh, that’s right. Natural immunity had nothing to do with it.  Everyone got vaccines.",[],[],"['Chrissy54777', 'NaphiSoc', 'POTUS', 'thomaskaine5']",['https://t.co/jbLC3had6R']
91,en,1439289427432509440,1349149096909668363, FupaGamer  JuliaCe10816592  POTUS Who says they are lies ,1440995448295133192,False, FupaGamer  JuliaCe10816592  POTUS Who says they are lies ,2021-09-23T11:04:21.000Z,USA,@FupaGamer @JuliaCe10816592 @POTUS Who says they are lies?,[],[],"['FupaGamer', 'JuliaCe10816592', 'POTUS']",[]
92,en,1439289427432509440,1349149096909668363, FupaGamer  matt68166373  michael82139975  JuliaCe10816592  POTUS No  I trust science and the data ,1440995221114871811,False, FupaGamer  matt68166373  michael82139975  JuliaCe10816592  POTUS No  I trust science and the data ,2021-09-23T11:03:27.000Z,USA,"@FupaGamer @matt68166373 @michael82139975 @JuliaCe10816592 @POTUS No, I trust science and the data.",[],[],"['FupaGamer', 'matt68166373', 'michael82139975', 'JuliaCe10816592', 'POTUS']",[]
93,en,1439289427432509440,1349149096909668363, FupaGamer  matt68166373  michael82139975  JuliaCe10816592  POTUS Bunch of bullshit   Data shows most people dying now are unvaxxed  I could say Tucker Carlson says the vaccines are safe and you should get them so we can achieve herd immunity  but we’d both know that’s a lie ,1440995115737174016,False, FupaGamer  matt68166373  michael82139975  JuliaCe10816592  POTUS Bunch of bullshit   Data shows most people dying now are unvaxxed  I could say Tucker Carlson says the vaccines are safe and you should get them so we can achieve herd immunity  but we’d both know that’s a lie ,2021-09-23T11:03:02.000Z,USA,"@FupaGamer @matt68166373 @michael82139975 @JuliaCe10816592 @POTUS Bunch of bullshit.  Data shows most people dying now are unvaxxed. I could say Tucker Carlson says the vaccines are safe and you should get them so we can achieve herd immunity, but we’d both know that’s a lie.",[],[],"['FupaGamer', 'matt68166373', 'michael82139975', 'JuliaCe10816592', 'POTUS']",['https://t.co/6PJciAjpgE']
94,en,1439289427432509440,1349149096909668363, POTUS Fuck Joe the price of every mutherfucking thing has gone up  I am on a fixed income  you have created some much inflation  I have less than I ever had  U are one crooked SOB  U know the underhand shit u do  you take care of yourself and crime family real well u worthless POS    ,1440985400198189056,False, POTUS Fuck Joe the price of every mutherfucking thing has gone up  I am on a fixed income  you have created some much inflation  I have less than I ever had  U are one crooked SOB  U know the underhand shit u do  you take care of yourself and crime family real well u worthless POS    ,2021-09-23T10:24:26.000Z,USA,"@POTUS Fuck Joe the price of every mutherfucking thing has gone up. I am on a fixed income, you have created some much inflation, I have less than I ever had. U are one crooked SOB. U know the underhand shit u do, you take care of yourself and crime family real well u worthless POS!!!!",[],[],['POTUS'],['https://t.co/QLHRvqB95i']
95,en,1439289427432509440,1349149096909668363, POTUS Hii drar sir I am INDIANA from Punjab I am big fan of your sir,1440924664201506820,False, POTUS Hii drar sir I am INDIANA from Punjab I am big fan of your sir,2021-09-23T06:23:05.000Z,USA,@POTUS Hii drar sir I am INDIANA from Punjab I am big fan of your sir,[],[],['POTUS'],[]
96,en,1439289427432509440,1349149096909668363, cathymoreno  JuliaCe10816592  POTUS Way to deflect on his lies about taxes by bringing up covid  classic move when u have no real facts ,1440913101034033152,False, cathymoreno  JuliaCe10816592  POTUS Way to deflect on his lies about taxes by bringing up covid  classic move when u have no real facts ,2021-09-23T05:37:08.000Z,USA,@cathymoreno @JuliaCe10816592 @POTUS Way to deflect on his lies about taxes by bringing up covid. classic move when u have no real facts.,[],[],"['cathymoreno', 'JuliaCe10816592', 'POTUS']",[]
97,en,1439289427432509440,1349149096909668363, cathymoreno  matt68166373  michael82139975  JuliaCe10816592  POTUS Yes and ur ignoring all of them putting their neck on the line to tell I the truth  While u listen to ones being paid by the government to tell u things that contradict what they have said previously  Ur putting ur trust in a man who performed human eeriments on orphans ,1440912102772858884,False, cathymoreno  matt68166373  michael82139975  JuliaCe10816592  POTUS Yes and ur ignoring all of them putting their neck on the line to tell I the truth  While u listen to ones being paid by the government to tell u things that contradict what they have said previously  Ur putting ur trust in a man who performed human eeriments on orphans ,2021-09-23T05:33:10.000Z,USA,@cathymoreno @matt68166373 @michael82139975 @JuliaCe10816592 @POTUS Yes and ur ignoring all of them putting their neck on the line to tell I the truth. While u listen to ones being paid by the government to tell u things that contradict what they have said previously. Ur putting ur trust in a man who performed human experiments on orphans.,['xp'],[],"['cathymoreno', 'matt68166373', 'michael82139975', 'JuliaCe10816592', 'POTUS']",['https://t.co/TvuQemNMK7']
98,en,1439289427432509440,1349149096909668363, cathymoreno  matt68166373  michael82139975  JuliaCe10816592  POTUS I named multiple sources including the CDC Dr fauci and project veritas  Their is also bill gates  Watch any of his Ted talks where he speaks about the need for depopulation and how this can be accomplished through vaccine s  What don t trust ur own sources now ,1440910188312137730,False, cathymoreno  matt68166373  michael82139975  JuliaCe10816592  POTUS I named multiple sources including the CDC Dr fauci and project veritas  Their is also bill gates  Watch any of his Ted talks where he speaks about the need for depopulation and how this can be accomplished through vaccine s  What don t trust ur own sources now ,2021-09-23T05:25:34.000Z,USA,@cathymoreno @matt68166373 @michael82139975 @JuliaCe10816592 @POTUS I named multiple sources including the CDC Dr fauci and project veritas. Their is also bill gates. Watch any of his Ted talks where he speaks about the need for depopulation and how this can be accomplished through vaccine's. What don't trust ur own sources now.,[],[],"['cathymoreno', 'matt68166373', 'michael82139975', 'JuliaCe10816592', 'POTUS']",['https://t.co/zO4JyyNO7O']
99,en,1439289427432509440,1349149096909668363, cathymoreno  matt68166373  michael82139975  JuliaCe10816592  POTUS Funny I get my info from the CDC too  Can u read or is that hard for u  Here I ll elain  They are saying people with moderate to poor immune systems should be vaccinated  https   t co 1k1G1eHyZ6,1440909322033246210,False, cathymoreno  matt68166373  michael82139975  JuliaCe10816592  POTUS Funny I get my info from the CDC too  Can u read or is that hard for u  Here I ll elain  They are saying people with moderate to poor immune systems should be vaccinated  https   t co 1k1G1eHyZ6,2021-09-23T05:22:07.000Z,USA,@cathymoreno @matt68166373 @michael82139975 @JuliaCe10816592 @POTUS Funny I get my info from the CDC too. Can u read or is that hard for u. Here I'll explain. They are saying people with moderate to poor immune systems should be vaccinated. https://t.co/1k1G1eHyZ6,['xp'],[],"['cathymoreno', 'matt68166373', 'michael82139975', 'JuliaCe10816592', 'POTUS']",['https://t.co/mOao8bvTzi']
100,en,1439289427432509440,1349149096909668363, cathymoreno  michael82139975  JuliaCe10816592  POTUS Line up with ur falsehoods  Funny how nobody trusted it and admitted these institutions answer to and take directions from our political leaders and couldn t be trusted but now they do trust it  Can t see how this is being politicized  How clueless some people can be ,1440908708565897217,False, cathymoreno  michael82139975  JuliaCe10816592  POTUS Line up with ur falsehoods  Funny how nobody trusted it and admitted these institutions answer to and take directions from our political leaders and couldn t be trusted but now they do trust it  Can t see how this is being politicized  How clueless some people can be ,2021-09-23T05:19:41.000Z,USA,@cathymoreno @michael82139975 @JuliaCe10816592 @POTUS Line up with ur falsehoods. Funny how nobody trusted it and admitted these institutions answer to and take directions from our political leaders and couldn't be trusted but now they do trust it. Can't see how this is being politicized? How clueless some people can be.,[],[],"['cathymoreno', 'michael82139975', 'JuliaCe10816592', 'POTUS']",['https://t.co/QNwuwCCBiY']
101,en,1439289427432509440,1349149096909668363, cathymoreno  michael82139975  JuliaCe10816592  POTUS That s simply not true  The most people who are getting sick have the vaccine  Ur spreading false information to serve ur beliefs  Dr fauci and the CDC called the vaccinated super spreaders then said the vaccinated are responsible for the variants but ignore that cause it don t,1440907825086148610,False, cathymoreno  michael82139975  JuliaCe10816592  POTUS That s simply not true  The most people who are getting sick have the vaccine  Ur spreading false information to serve ur beliefs  Dr fauci and the CDC called the vaccinated super spreaders then said the vaccinated are responsible for the variants but ignore that cause it don t,2021-09-23T05:16:10.000Z,USA,@cathymoreno @michael82139975 @JuliaCe10816592 @POTUS That's simply not true. The most people who are getting sick have the vaccine. Ur spreading false information to serve ur beliefs. Dr fauci and the CDC called the vaccinated super spreaders then said the vaccinated are responsible for the variants but ignore that cause it don't,[],[],"['cathymoreno', 'michael82139975', 'JuliaCe10816592', 'POTUS']",['https://t.co/fKFmE7oFiz']
102,en,1439289427432509440,1349149096909668363, cathymoreno  JuliaCe10816592  POTUS I don t have to take a test to give u peace of mind  Sorry but that s not a right u have  If ur worried get the shot or stay home  U have no right to force others to undergo medical examinations or procedures  It really is that simple ,1440906773657948160,False, cathymoreno  JuliaCe10816592  POTUS I don t have to take a test to give u peace of mind  Sorry but that s not a right u have  If ur worried get the shot or stay home  U have no right to force others to undergo medical examinations or procedures  It really is that simple ,2021-09-23T05:12:00.000Z,USA,@cathymoreno @JuliaCe10816592 @POTUS I don't have to take a test to give u peace of mind. Sorry but that's not a right u have. If ur worried get the shot or stay home. U have no right to force others to undergo medical examinations or procedures. It really is that simple.,[],[],"['cathymoreno', 'JuliaCe10816592', 'POTUS']",['https://t.co/cCfeWpjPdN']
103,en,1439289427432509440,1349149096909668363, POTUS  ashaggyswain That s already been taxed  Depending on where u live then u have sales tax  So my minimum wage paycheck will be lowered even more after all the illegal taxation without representation  Isn t this why this county was formed  Don t be fooled with dementia ridden words ,1440905951591157761,False, POTUS  ashaggyswain That s already been taxed  Depending on where u live then u have sales tax  So my minimum wage paycheck will be lowered even more after all the illegal taxation without representation  Isn t this why this county was formed  Don t be fooled with dementia ridden words ,2021-09-23T05:08:44.000Z,USA,@POTUS @ashaggyswain That's already been taxed. Depending on where u live then u have sales tax. So my minimum wage paycheck will be lowered even more after all the illegal taxation without representation. Isn't this why this county was formed? Don't be fooled with dementia ridden words.,[],[],"['POTUS', 'ashaggyswain']",['https://t.co/ab2Cbm7zwm']
104,en,1439289427432509440,1349149096909668363, POTUS  ashaggyswain That s why he is going into bank accounts that accumulate 600 or more dollars  That s to tax the rich right  We are getting double taxed  Millions of Americans work and put portions of our checks on prepaid cards  For purchasing goods or simply saving  Now they will tax money,1440904538257563654,False, POTUS  ashaggyswain That s why he is going into bank accounts that accumulate 600 or more dollars  That s to tax the rich right  We are getting double taxed  Millions of Americans work and put portions of our checks on prepaid cards  For purchasing goods or simply saving  Now they will tax money,2021-09-23T05:03:07.000Z,USA,@POTUS @ashaggyswain That's why he is going into bank accounts that accumulate 600 or more dollars. That's to tax the rich right. We are getting double taxed. Millions of Americans work and put portions of our checks on prepaid cards. For purchasing goods or simply saving. Now they will tax money,[],[],"['POTUS', 'ashaggyswain']",['https://t.co/2emi6vqZwS']
105,en,1439289427432509440,1349149096909668363, POTUS Great   Then they will cut staff to pay for the extra taxes   In the end  the little guy always takes it in the shorts   Your policies suck   No common sense   Resign yet ,1440867891025301511,False, POTUS Great   Then they will cut staff to pay for the extra taxes   In the end  the little guy always takes it in the shorts   Your policies suck   No common sense   Resign yet ,2021-09-23T02:37:29.000Z,USA,"@POTUS Great.  Then they will cut staff to pay for the extra taxes.  In the end, the little guy always takes it in the shorts.  Your policies suck.  No common sense.  Resign yet?",[],[],['POTUS'],['https://t.co/6w5xGKS8yg']
106,en,1439289427432509440,1349149096909668363, POTUS Let’s see… Joey makes  400 000  Plus Jill also has an income  Will they pay higher taxes ,1440863321104662538,False, POTUS Let’s see… Joey makes  400 000  Plus Jill also has an income  Will they pay higher taxes ,2021-09-23T02:19:20.000Z,USA,"@POTUS Let’s see….Joey makes $400,000. Plus Jill also has an income. Will they pay higher taxes?",[],[],['POTUS'],[]
107,en,1439289427432509440,1349149096909668363, AlexTrayTray1  nick niknam  POTUS Keep shouting insults instead of having a reasonable debate  see where that gets you in life ,1440849831975538700,False, AlexTrayTray1  nick niknam  POTUS Keep shouting insults instead of having a reasonable debate  see where that gets you in life ,2021-09-23T01:25:44.000Z,USA,"@AlexTrayTray1 @nick_niknam @POTUS Keep shouting insults instead of having a reasonable debate, see where that gets you in life.",[],[],"['AlexTrayTray1', 'nick_niknam', 'POTUS']",[]
108,en,1439289427432509440,1349149096909668363, POTUS Your plans is clear  fuck America… did I sum it up properly,1440849682322771982,False, POTUS Your plans is clear  fuck America… did I sum it up properly,2021-09-23T01:25:08.000Z,USA,"@POTUS Your plans is clear, fuck America… did I sum it up properly",[],[],['POTUS'],[]
109,en,1439289427432509440,1349149096909668363, thebeav0237  nick niknam  POTUS No  You can get IDs  These laws are making it harder to vote  not impossible ,1440849621576667141,False, thebeav0237  nick niknam  POTUS No  You can get IDs  These laws are making it harder to vote  not impossible ,2021-09-23T01:24:54.000Z,USA,"@thebeav0237 @nick_niknam @POTUS No. You can get IDs. These laws are making it harder to vote, not impossible.",[],[],"['thebeav0237', 'nick_niknam', 'POTUS']",[]
110,en,1439289427432509440,1349149096909668363, thebeav0237  nick niknam  POTUS That s simply because the US is more economically powerful and has a much bigger workforce than both of those countries combined ,1440849478555111426,False, thebeav0237  nick niknam  POTUS That s simply because the US is more economically powerful and has a much bigger workforce than both of those countries combined ,2021-09-23T01:24:20.000Z,USA,@thebeav0237 @nick_niknam @POTUS That's simply because the US is more economically powerful and has a much bigger workforce than both of those countries combined.,[],[],"['thebeav0237', 'nick_niknam', 'POTUS']",['https://t.co/96NcJwIWCE']
111,en,1439289427432509440,1349149096909668363, jimmad75  POTUS Your tweeting  amp  repeating a long standing anti Jewish conspiracy theory    Read ‘Rothschild    TranslateHate   AJC,1440849341711728642,False, jimmad75  POTUS Your tweeting  amp  repeating a long standing anti Jewish conspiracy theory    Read ‘Rothschild    TranslateHate   AJC,2021-09-23T01:23:47.000Z,USA,@jimmad75 @POTUS Your tweeting &amp; repeating a long standing anti Jewish conspiracy theory!   Read ‘Rothschild | #TranslateHate | AJC,[],['TranslateHate'],"['jimmad75', 'POTUS']",[]
112,en,1439289427432509440,1349149096909668363, thebeav0237  nick niknam  POTUS That s the whole point  with universal healthcare  you don t need to pay for it ,1440849308392181760,False, thebeav0237  nick niknam  POTUS That s the whole point  with universal healthcare  you don t need to pay for it ,2021-09-23T01:23:39.000Z,USA,"@thebeav0237 @nick_niknam @POTUS That's the whole point, with universal healthcare, you don't need to pay for it.",[],[],"['thebeav0237', 'nick_niknam', 'POTUS']",[]
113,en,1439289427432509440,1349149096909668363, thebeav0237  nick niknam  POTUS Oh  and how is healthcare in the UK  bad  ,1440849118763515912,False, thebeav0237  nick niknam  POTUS Oh  and how is healthcare in the UK  bad  ,2021-09-23T01:22:54.000Z,USA,"@thebeav0237 @nick_niknam @POTUS Oh, and how is healthcare in the UK ""bad""?",[],[],"['thebeav0237', 'nick_niknam', 'POTUS']",[]
114,en,1439289427432509440,1349149096909668363, thebeav0237  nick niknam  POTUS Don t forget about Denmark s healthcare then https   t co JvCBtZXaLLhttps   t co oKK4hEgWXw,1440849040099344388,False, thebeav0237  nick niknam  POTUS Don t forget about Denmark s healthcare then https   t co JvCBtZXaLLhttps   t co oKK4hEgWXw,2021-09-23T01:22:35.000Z,USA,"@thebeav0237 @nick_niknam @POTUS Don't forget about Denmark's healthcare then.
https://t.co/JvCBtZXaLL

https://t.co/oKK4hEgWXw",[],[],"['thebeav0237', 'nick_niknam', 'POTUS']","['https://t.co/JvCBtZXaLL', 'https://t.co/oKK4hEgWXw']"
115,en,1439289427432509440,1349149096909668363, MannyTostado  nick niknam  POTUS boom  ,1440848501957529603,False, MannyTostado  nick niknam  POTUS boom  ,2021-09-23T01:20:27.000Z,USA,@MannyTostado @nick_niknam @POTUS boom* :),[':)'],[],"['MannyTostado', 'nick_niknam', 'POTUS']",[]
116,en,1439289427432509440,1349149096909668363, POTUS Why is it so hard for people to get  You would know if you make  400 000 a year  trust I would   wow,1440847747687411712,False, POTUS Why is it so hard for people to get  You would know if you make  400 000 a year  trust I would   wow,2021-09-23T01:17:27.000Z,USA,"@POTUS Why is it so hard for people to get? You would know if you make $400,000 a year! trust I would! #wow",[],['wow'],['POTUS'],[]
117,en,1439289427432509440,1349149096909668363, POTUS I don’t believe anything that comes from our incompetent President and his boot licking cabinet members  military echelon  including his advisors  and press secretary corp   Everything he has touched has turned into feces  The border  Afghanistan  the budget  Covid pandemic  ALL ,1440836835752636418,False, POTUS I don’t believe anything that comes from our incompetent President and his boot licking cabinet members  military echelon  including his advisors  and press secretary corp   Everything he has touched has turned into feces  The border  Afghanistan  the budget  Covid pandemic  ALL ,2021-09-23T00:34:05.000Z,USA,"@POTUS I don’t believe anything that comes from our incompetent President and his boot licking cabinet members, military echelon, including his advisors, and press secretary corp.. Everything he has touched has turned into feces. The border, Afghanistan, the budget, Covid pandemic. ALL!",[],[],['POTUS'],['https://t.co/B0PKh1EcM9']
118,en,1438567008786952198,1349149096909668363, KeystoneNewsNow  POTUS He is referring to republican hypocrisy  not trump ,1440985764947431429,False, KeystoneNewsNow  POTUS He is referring to republican hypocrisy  not trump ,2021-09-23T10:25:53.000Z,USA,"@KeystoneNewsNow @POTUS He is referring to republican hypocrisy, not trump.",[],[],"['KeystoneNewsNow', 'POTUS']",[]
119,en,1438567008786952198,1349149096909668363, Steve S 1967  dbrunott  Sprayberry4GA  PieceoftheResi1  emersoncatholic  POTUS  nicopico5  PLaura1985 Yeah obama s first 3 years he lost 7 61 million so I ll take Trump s first 3 years anyday,1440920522821304321,False, Steve S 1967  dbrunott  Sprayberry4GA  PieceoftheResi1  emersoncatholic  POTUS  nicopico5  PLaura1985 Yeah obama s first 3 years he lost 7 61 million so I ll take Trump s first 3 years anyday,2021-09-23T06:06:38.000Z,USA,@Steve_S_1967 @dbrunott @Sprayberry4GA @PieceoftheResi1 @emersoncatholic @POTUS @nicopico5 @PLaura1985 Yeah obama's first 3 years he lost 7.61 million so I'll take Trump's first 3 years anyday,[],[],"['Steve_S_1967', 'dbrunott', 'Sprayberry4GA', 'PieceoftheResi1', 'emersoncatholic', 'POTUS', 'nicopico5', 'PLaura1985']",['https://t.co/RPORw39Ada']
120,en,1438567008786952198,1349149096909668363, RogerSherwood9  dbrunott  Sprayberry4GA  PieceoftheResi1  emersoncatholic  POTUS  nicopico5  PLaura1985 I’m using the same data in that chart  Add up Trump’s first 3 years and Obama’s final 3 years  6 6 million is less than 8 million  proving  my only argument  Job creation declined under Trump before Covid  Have some dignity and accept the L ,1440915009781993475,False, RogerSherwood9  dbrunott  Sprayberry4GA  PieceoftheResi1  emersoncatholic  POTUS  nicopico5  PLaura1985 I’m using the same data in that chart  Add up Trump’s first 3 years and Obama’s final 3 years  6 6 million is less than 8 million  proving  my only argument  Job creation declined under Trump before Covid  Have some dignity and accept the L ,2021-09-23T05:44:43.000Z,USA,"@RogerSherwood9 @dbrunott @Sprayberry4GA @PieceoftheResi1 @emersoncatholic @POTUS @nicopico5 @PLaura1985 I’m using the same data in that chart. Add up Trump’s first 3 years and Obama’s final 3 years. 6.6 million is less than 8 million, proving  my only argument: Job creation declined under Trump before Covid. Have some dignity and accept the L.",[],[],"['RogerSherwood9', 'dbrunott', 'Sprayberry4GA', 'PieceoftheResi1', 'emersoncatholic', 'POTUS', 'nicopico5', 'PLaura1985']",['https://t.co/Z4SJnMqA9R']
121,en,1438567008786952198,1349149096909668363, POTUS  HouseDemocrats This is usually my favorite game  MemberWhen      Usually it involves forwarding emails that I sent to people  usually multiple times …  P S  Please do your best to keep corporate taxes low  close loopholes on individuals using dummy corps  and focus on extra high earners ,1440893309791059974,False, POTUS  HouseDemocrats This is usually my favorite game  MemberWhen      Usually it involves forwarding emails that I sent to people  usually multiple times …  P S  Please do your best to keep corporate taxes low  close loopholes on individuals using dummy corps  and focus on extra high earners ,2021-09-23T04:18:30.000Z,USA,"@POTUS @HouseDemocrats This is usually my favorite game #MemberWhen ?!?! Usually it involves forwarding emails that I sent to people (usually multiple times)… 🤣😝🤗 P.S. Please do your best to keep corporate taxes low, close loopholes on individuals using dummy corps, and focus on extra high earners!","['🤗', '😝', '🤣']",['MemberWhen'],"['POTUS', 'HouseDemocrats']",['https://t.co/D59wWPgLhL']
122,en,1438567008786952198,1349149096909668363, POTUS  HouseDemocrats  900 WELFARE CHECKES FOR PEOPLE MAKING  400 000 WHILE KIDS LIVE ON THE FUCKING STREETS  FU DEMOCRATS  RAISE THE BASE PAY OF SOCIAL SECURITY TO  1500  A MONTH   STOP THE THEFT   SENIORS LIVE ON THE STREETS ,1440876620747730948,False, POTUS  HouseDemocrats  900 WELFARE CHECKES FOR PEOPLE MAKING  400 000 WHILE KIDS LIVE ON THE FUCKING STREETS  FU DEMOCRATS  RAISE THE BASE PAY OF SOCIAL SECURITY TO  1500  A MONTH   STOP THE THEFT   SENIORS LIVE ON THE STREETS ,2021-09-23T03:12:11.000Z,USA,"@POTUS @HouseDemocrats $900 WELFARE CHECKES FOR PEOPLE MAKING $400,000 WHILE KIDS LIVE ON THE FUCKING STREETS! FU DEMOCRATS! RAISE THE BASE PAY OF SOCIAL SECURITY TO $1500. A MONTH ! STOP THE THEFT!--SENIORS LIVE ON THE STREETS!",[],[],"['POTUS', 'HouseDemocrats']",['https://t.co/3YWzLlVQ5Z']
123,en,1438567008786952198,1349149096909668363, POTUS  HouseDemocrats INFRA BILL DOSE NOTHING FOR LEAD PIPES    BUT HAS BILLIONS FOR THE NUCLEAR INDUSTRY  KILL BOTH PRIVATE CORPORATE BILLS  ALL WALL STREET APPROVED     KIS AND SENIORS ARE ON THE STREETS ,1440875969552654341,False, POTUS  HouseDemocrats INFRA BILL DOSE NOTHING FOR LEAD PIPES    BUT HAS BILLIONS FOR THE NUCLEAR INDUSTRY  KILL BOTH PRIVATE CORPORATE BILLS  ALL WALL STREET APPROVED     KIS AND SENIORS ARE ON THE STREETS ,2021-09-23T03:09:35.000Z,USA,@POTUS @HouseDemocrats INFRA BILL DOSE NOTHING FOR LEAD PIPES!---BUT HAS BILLIONS FOR THE NUCLEAR INDUSTRY! KILL BOTH PRIVATE CORPORATE BILLS! ALL WALL STREET APPROVED!----KIS AND SENIORS ARE ON THE STREETS!,[],[],"['POTUS', 'HouseDemocrats']",['https://t.co/eTmpmy0FnE']
124,en,1438567008786952198,1349149096909668363, POTUS  HouseDemocrats all you do is lie lie lie  you Are a cranky old man you should be ashamed of yourself Americans are,1440866648932552709,False, POTUS  HouseDemocrats all you do is lie lie lie  you Are a cranky old man you should be ashamed of yourself Americans are,2021-09-23T02:32:33.000Z,USA,"@POTUS @HouseDemocrats all you do is lie,lie,lie. you Are a cranky old man,you should be ashamed of yourself,Americans are",[],[],"['POTUS', 'HouseDemocrats']",[]
125,en,1438567008786952198,1349149096909668363, BubblesMcgee17  ericlo  POTUS  Marmel  AOC Someone you look up to  ,1440860943127179266,False, BubblesMcgee17  ericlo  POTUS  Marmel  AOC Someone you look up to  ,2021-09-23T02:09:53.000Z,USA,@BubblesMcgee17 @ericlo @POTUS @Marmel @AOC Someone you look up to? 🤔,['🤔'],[],"['BubblesMcgee17', 'ericlo', 'POTUS', 'Marmel', 'AOC']",[]
126,en,1438567008786952198,1349149096909668363, Brian notAnumbr  ericlo  POTUS  Marmel  AOC This is you https   t co 79u6JfKY4Z,1440856704065757185,False, Brian notAnumbr  ericlo  POTUS  Marmel  AOC This is you https   t co 79u6JfKY4Z,2021-09-23T01:53:02.000Z,USA,@Brian_notAnumbr @ericlo @POTUS @Marmel @AOC This is you https://t.co/79u6JfKY4Z,[],[],"['Brian_notAnumbr', 'ericlo', 'POTUS', 'Marmel', 'AOC']",[]
127,en,1438567008786952198,1349149096909668363, BubblesMcgee17  ericlo  POTUS  Marmel  AOC Bless your heart  You really do need special help don’t ya hon ,1440856014878695430,False, BubblesMcgee17  ericlo  POTUS  Marmel  AOC Bless your heart  You really do need special help don’t ya hon ,2021-09-23T01:50:18.000Z,USA,@BubblesMcgee17 @ericlo @POTUS @Marmel @AOC Bless your heart. You really do need special help don’t ya hon.,[],[],"['BubblesMcgee17', 'ericlo', 'POTUS', 'Marmel', 'AOC']",[]
128,en,1438567008786952198,1349149096909668363, Brian notAnumbr  ericlo  POTUS  Marmel  AOC It kind of does,1440839031168790530,False, Brian notAnumbr  ericlo  POTUS  Marmel  AOC It kind of does,2021-09-23T00:42:49.000Z,USA,@Brian_notAnumbr @ericlo @POTUS @Marmel @AOC It kind of does,[],[],"['Brian_notAnumbr', 'ericlo', 'POTUS', 'Marmel', 'AOC']",[]
