,tweet_lang,poi_name,poi_id,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_en,tweet_date,text_hi,text_es
0,en,smritiirani,130104041,True,1440346215497883669,Thanked Anganwadi workers of the Kashmir valley for their dedication and commitment to serve pregnant women and children even in harsh weather conditions and pandemic. #POSHANMaah2021 https://t.co/O28EQiJbBv,[],['POSHANMaah2021'],[],[],India,Thanked Anganwadi workers of the Kashmir valley for their dedication and commitment to serve pregnant women and children even in harsh weather conditions and pandemic   POSHANMaah2021 https   t co O28EQiJbBv,2021-09-21 16:00:00,,
1,en,smritiirani,130104041,True,1440346039077113858,Distributed certificates to various beneficiaries of different welfare initiatives of GOI and J&amp;K UT. https://t.co/X20XBrnSx8,[],[],[],[],India,Distributed certificates to various beneficiaries of different welfare initiatives of GOI and J amp K UT  https   t co X20XBrnSx8,2021-09-21 16:00:00,,
2,en,smritiirani,130104041,True,1440345803734741000,"As part of #POSHANMaah2021, distributed nutri-kits to children, pregnant women and adolescent girls. Urged Budgam district administration to carry out special enrolment drive for pregnant women under Pradhan Mantri Matru Vandana Yojana. https://t.co/ZKKEfVFEBn",[],['POSHANMaah2021'],[],[],India,As part of  POSHANMaah2021  distributed nutri kits to children  pregnant women and adolescent girls  Urged Budgam district administration to carry out special enrolment drive for pregnant women under Pradhan Mantri Matru Vandana Yojana  https   t co ZKKEfVFEBn,2021-09-21 16:00:00,,
3,en,smritiirani,130104041,True,1440342591543808006,Glimpse of beautiful ‘Rouf’ - kashmiri folk dance on motherhood. https://t.co/TXldOSvJ0t,[],[],[],[],India,Glimpse of beautiful ‘Rouf’   kashmiri folk dance on motherhood  https   t co TXldOSvJ0t,2021-09-21 16:00:00,,
4,en,smritiirani,130104041,True,1440326499555373059,"Met several delegations comprising of District and Block Development Council members, farmers, traders and civil society of Budgam. Assured them of all the support from GOI to ensure holistic development of Budgam and J&amp;K UT. https://t.co/HLOc5BltqJ",[],[],[],[],India,Met several delegations comprising of District and Block Development Council members  farmers  traders and civil society of Budgam  Assured them of all the support from GOI to ensure holistic development of Budgam and J amp K UT  https   t co HLOc5BltqJ,2021-09-21 15:00:00,,
5,en,smritiirani,130104041,True,1440325881948303373,"Interacted with office bearers of @BJP4JnK in Budgam district, Kashmir. https://t.co/0tnjkrUK8Q",[],[],['BJP4JnK'],[],India,Interacted with office bearers of  BJP4JnK in Budgam district  Kashmir  https   t co 0tnjkrUK8Q,2021-09-21 15:00:00,,
6,en,smritiirani,130104041,True,1440323662675021827,Had an extensive review meeting of all sectors with @DC_Budgam and other officials of Budgam district in Kashmir. https://t.co/HeQ0MbPvFA,[],[],['DC_Budgam'],[],India,Had an extensive review meeting of all sectors with  DC Budgam and other officials of Budgam district in Kashmir  https   t co HeQ0MbPvFA,2021-09-21 15:00:00,,
7,en,smritiirani,130104041,True,1440320308062261257,"On a 2-day visit to Kashmir, laid the foundation stone for Budgam-Mamata- Handjan Road. The infrastructure project commissioned to ease commuting woes, will fulfil a decade old demand of local residents. https://t.co/P97lPmpD88",[],[],[],[],India,On a 2 day visit to Kashmir  laid the foundation stone for Budgam Mamata  Handjan Road  The infrastructure project commissioned to ease commuting woes  will fulfil a decade old demand of local residents  https   t co P97lPmpD88,2021-09-21 14:00:00,,
8,hi,smritiirani,130104041,True,1440292912688873490,"महिला सशक्तिकरण और बाल कल्याण के लिए समर्पित, मंत्रालय में सहयोगी मंत्री श्री @MunjaparaDr जी को जन्मदिन की हार्दिक शुभकामनाएं।

ईश्वर से आपके उत्तम स्वास्थ्य एवं दीर्घायु की कामना करती हूँ।",[],[],['MunjaparaDr'],[],India,,2021-09-21 13:00:00,महिला सशक्तिकरण और बाल कल्याण के लिए समर्पित  मंत्रालय में सहयोगी मंत्री श्री  MunjaparaDr जी को जन्मदिन की हार्दिक शुभकामनाएं।ईश्वर से आपके उत्तम स्वास्थ्य एवं दीर्घायु की कामना करती हूँ।,
9,hi,smritiirani,130104041,True,1439622916602155009,"तीन दिवसीय 'राष्ट्रीय कुश्ती प्रतियोगिता' के समापन दिन पर आज @UPGovt में मंत्री @Mohsinrazabjpup जी एवं सांसद @BrijBhushanMP जी की उपस्थिति रही।

इस आयोजन के माध्यम से युवाओं को प्रोत्साहन देने के साथ-साथ खेल के क्षेत्र में अमेठी को आगे बढ़ाने हेतु हम सभी ने एक मजबूत नींव रखी है। https://t.co/qdJRhprfqz",[],[],"['UPGovt', 'Mohsinrazabjpup', 'BrijBhushanMP']",[],India,,2021-09-19 16:00:00,तीन दिवसीय  राष्ट्रीय कुश्ती प्रतियोगिता  के समापन दिन पर आज  UPGovt में मंत्री  Mohsinrazabjpup जी एवं सांसद  BrijBhushanMP जी की उपस्थिति रही।इस आयोजन के माध्यम से युवाओं को प्रोत्साहन देने के साथ साथ खेल के क्षेत्र में अमेठी को आगे बढ़ाने हेतु हम सभी ने एक मजबूत नींव रखी है। https   t co qdJRhprfqz,
10,hi,smritiirani,130104041,True,1439622559729811456,"कृषि क्षेत्र को नवजीवन एवं किसानों की आय दोगुनी करने हेतु संकल्पित PM @narendramodi जी ने विभिन्न कल्याणकारी योजनाओं के माध्यम से देश के अन्नदाताओं के जीवन को सुगम बनाया है।

ऐतिहासिक कृषि कानूनों समेत देश में इंफ्रास्ट्रक्चर विकास से किसानों का सशक्तिकरण हुआ है। #SevaSamarpan https://t.co/uvBE0BY9LW",[],['SevaSamarpan'],['narendramodi'],[],India,,2021-09-19 16:00:00,कृषि क्षेत्र को नवजीवन एवं किसानों की आय दोगुनी करने हेतु संकल्पित PM  narendramodi जी ने विभिन्न कल्याणकारी योजनाओं के माध्यम से देश के अन्नदाताओं के जीवन को सुगम बनाया है।ऐतिहासिक कृषि कानूनों समेत देश में इंफ्रास्ट्रक्चर विकास से किसानों का सशक्तिकरण हुआ है।  SevaSamarpan https   t co uvBE0BY9LW,
11,hi,smritiirani,130104041,True,1439268695923036160,"अमेठी में 'राष्ट्रीय कुश्ती प्रतियोगिता' के दूसरे दिन आज @UPGovt में मंत्री @brajeshpathakup जी एवं पहलवानी में स्वर्ण पदक विजेता @geeta_phogat जी की उपस्थिति से खिलाड़ियों के बीच उमंग व उत्साह का माहौल रहा।

राष्ट्रीय स्तर का यह पहला आयोजन अमेठीवासियों के लिए गौरव का विषय है। https://t.co/YVlPQO9poS",[],[],"['UPGovt', 'brajeshpathakup', 'geeta_phogat']",[],India,,2021-09-18 17:00:00,अमेठी में  राष्ट्रीय कुश्ती प्रतियोगिता  के दूसरे दिन आज  UPGovt में मंत्री  brajeshpathakup जी एवं पहलवानी में स्वर्ण पदक विजेता  geeta phogat जी की उपस्थिति से खिलाड़ियों के बीच उमंग व उत्साह का माहौल रहा।राष्ट्रीय स्तर का यह पहला आयोजन अमेठीवासियों के लिए गौरव का विषय है। https   t co YVlPQO9poS,
12,hi,smritiirani,130104041,True,1439267033988800513,"महादेव की नगरी 'काशी' में आज, वाराणसी शहर दक्षिणी विधानसभा में, @BJP4UP द्वारा आयोजित 'प्रबुद्ध सम्मेलन' में सम्मिलित हुई।

कार्यक्रम में, PM @narendramodi जी एवं CM @myogiadityanath जी के नेतृत्व में देश एवं प्रदेश में जनकल्याणकारी कार्यों के बारे में संवाद किया। https://t.co/36HVB3NGLq",[],[],"['BJP4UP', 'narendramodi', 'myogiadityanath']",[],India,,2021-09-18 17:00:00,महादेव की नगरी  काशी  में आज  वाराणसी शहर दक्षिणी विधानसभा में   BJP4UP द्वारा आयोजित  प्रबुद्ध सम्मेलन  में सम्मिलित हुई।कार्यक्रम में  PM  narendramodi जी एवं CM  myogiadityanath जी के नेतृत्व में देश एवं प्रदेश में जनकल्याणकारी कार्यों के बारे में संवाद किया। https   t co 36HVB3NGLq,
13,hi,smritiirani,130104041,True,1438936170981838854,अभिनंदन https://t.co/UfHEwbtgLu,[],[],[],['https://t.co/UfHEwbtgLu'],India,,2021-09-17 19:00:00,अभिनंदन https   t co UfHEwbtgLu,
14,hi,smritiirani,130104041,True,1438917712265113602,"अमेठी जनपद में ग्रामीण विकास एवं पंचायती राज विभाग की योजनाओं की समीक्षा बैठक में मंत्री @girirajsinghbjp जी के साथ सम्मिलित हुई।  साथ ही मनरेगा और अन्य सरकारी योजनाओं समेत ""प्रधानमंत्री आवास योजना- ग्रामीण"" के अंतर्गत पात्र लाभार्थियों को प्रमाण पत्र एवं स्वामित्व की चाभी सौंपी। https://t.co/WyFDgBe65b",[],[],['girirajsinghbjp'],[],India,,2021-09-17 17:00:00,अमेठी जनपद में ग्रामीण विकास एवं पंचायती राज विभाग की योजनाओं की समीक्षा बैठक में मंत्री  girirajsinghbjp जी के साथ सम्मिलित हुई।  साथ ही मनरेगा और अन्य सरकारी योजनाओं समेत  प्रधानमंत्री आवास योजना  ग्रामीण  के अंतर्गत पात्र लाभार्थियों को प्रमाण पत्र एवं स्वामित्व की चाभी सौंपी। https   t co WyFDgBe65b,
15,hi,smritiirani,130104041,True,1438917560691412993,"कार्यक्रम में प्रदेश सरकार में मंत्री @anandswarupbjp जी, @upendratiwari_ जी, @girishyadavbjp जी के साथ-साथ खेल के क्षेत्र में पदक जीत कर देश का नाम रौशन  करने वाले खिलाड़ी @BabitaPhogat जी और @BajrangPunia जी की उपस्थिति से प्रतिभागियों में उत्साह एवं जोश देखने लायक रहा। https://t.co/FZnKo5dYwE",[],[],"['anandswarupbjp', 'upendratiwari_', 'girishyadavbjp', 'BabitaPhogat', 'BajrangPunia']",[],India,,2021-09-17 17:00:00,कार्यक्रम में प्रदेश सरकार में मंत्री  anandswarupbjp जी   upendratiwari  जी   girishyadavbjp जी के साथ साथ खेल के क्षेत्र में पदक जीत कर देश का नाम रौशन  करने वाले खिलाड़ी  BabitaPhogat जी और  BajrangPunia जी की उपस्थिति से प्रतिभागियों में उत्साह एवं जोश देखने लायक रहा। https   t co FZnKo5dYwE,
16,hi,smritiirani,130104041,True,1438893452239020035,"'अमृत महोत्सव' के उपलक्ष्य में, PM @narendramodi जी के जन्मदिन पर आयोजित तीन दिवसीय 'राष्ट्रीय कुश्ती प्रतियोगिता' का आज मंत्री @girirajsinghbjp एवं @BrijBhushanMP जी के साथ शुभारंभ किया।

अमेठी की धरती पर यह आयोजन, खेलों के प्रति प्रधानमंत्री मोदी जी के विज़न को साकार कर रहा है। https://t.co/yUNbPktzqT",[],[],"['narendramodi', 'girirajsinghbjp', 'BrijBhushanMP']",[],India,,2021-09-17 16:00:00, अमृत महोत्सव  के उपलक्ष्य में  PM  narendramodi जी के जन्मदिन पर आयोजित तीन दिवसीय  राष्ट्रीय कुश्ती प्रतियोगिता  का आज मंत्री  girirajsinghbjp एवं  BrijBhushanMP जी के साथ शुभारंभ किया।अमेठी की धरती पर यह आयोजन  खेलों के प्रति प्रधानमंत्री मोदी जी के विज़न को साकार कर रहा है। https   t co yUNbPktzqT,
17,en,smritiirani,130104041,True,1438832407831007234,"India’s gift to PM @narendramodi Ji! 

2 crore vaccine doses in a day and counting.

A big shout out to our frontline workers for their dedication. 

Thank you India! https://t.co/GDeBxXFv1j",[],[],['narendramodi'],[],India,India’s gift to PM  narendramodi Ji  2 crore vaccine doses in a day and counting A big shout out to our frontline workers for their dedication  Thank you India  https   t co GDeBxXFv1j,2021-09-17 12:00:00,,
18,en,smritiirani,130104041,True,1438750485368901634,PM @narendramodi Ji’s leadership in crisis and India’s battle against Corona. #HappyBdayModiji https://t.co/hbkAWOslXM,[],['HappyBdayModiji'],['narendramodi'],['https://t.co/hbkAWOslXM'],India,PM  narendramodi Ji’s leadership in crisis and India’s battle against Corona   HappyBdayModiji https   t co hbkAWOslXM,2021-09-17 06:00:00,,
19,en,smritiirani,130104041,True,1438727217249456129,"A Dreamer, a Performer and a Reformer leading India to become a Vishwa Guru. 

#HappyBdayModiji https://t.co/ntL22IGHxz",[],['HappyBdayModiji'],[],[],India,A Dreamer  a Performer and a Reformer leading India to become a Vishwa Guru   HappyBdayModiji https   t co ntL22IGHxz,2021-09-17 05:00:00,,
20,hi,smritiirani,130104041,True,1438726033885237248,"आज से 7 अक्टूबर तक @MinOfCultureGoI, PM @narendramodi जी को मिले उपहारों व स्मृति-चिन्हों की ई-नीलामी करेगा, नीलामी से होने वाली आय @cleanganganmcg को दी जाएगी।

भाग लेने हेतु https://t.co/VJ0RUvr5rM पर जाएं।

अधिक जानकारी यहाँ हासिल करें- https://t.co/KBmLnsELEG
#HappyBdayModiji https://t.co/9xzPlndGJm",[],['HappyBdayModiji'],"['MinOfCultureGoI', 'narendramodi', 'cleanganganmcg']","['https://t.co/VJ0RUvr5rM', 'https://t.co/KBmLnsELEG']",India,,2021-09-17 05:00:00,आज से 7 अक्टूबर तक  MinOfCultureGoI  PM  narendramodi जी को मिले उपहारों व स्मृति चिन्हों की ई नीलामी करेगा  नीलामी से होने वाली आय  cleanganganmcg को दी जाएगी।भाग लेने हेतु https   t co VJ0RUvr5rM पर जाएं।अधिक जानकारी यहाँ हासिल करें  https   t co KBmLnsELEG HappyBdayModiji https   t co 9xzPlndGJm,
21,hi,smritiirani,130104041,True,1438712403374522368,"‘आज़ादी के अमृत महोत्सव’ के उपलक्ष्य में अमेठी में खेल के प्रति युवाओं में जोश भरने एवं प्रोत्साहन हेतु ""राष्ट्रीय कुश्ती प्रतियोगिता 2021"" का आयोजन PM @narendramodi जी के जन्मदिन पर शुरू हो रहा है।

अमेठी के इतिहास में, राष्ट्रीय स्तर का यह पहला आयोजन निश्चित ही ऐतिहासिक होगा। https://t.co/0PlN7e6yfU",[],[],['narendramodi'],[],India,,2021-09-17 04:00:00,‘आज़ादी के अमृत महोत्सव’ के उपलक्ष्य में अमेठी में खेल के प्रति युवाओं में जोश भरने एवं प्रोत्साहन हेतु  राष्ट्रीय कुश्ती प्रतियोगिता 2021  का आयोजन PM  narendramodi जी के जन्मदिन पर शुरू हो रहा है।अमेठी के इतिहास में  राष्ट्रीय स्तर का यह पहला आयोजन निश्चित ही ऐतिहासिक होगा। https   t co 0PlN7e6yfU,
22,hi,smritiirani,130104041,True,1438686332503539712,"निर्माण एवं सृजन के देवता, भगवान श्री विश्वकर्मा जी की जयंती पर समस्त देशवासियों को हार्दिक शुभकामनाएं।

इस पावन दिन पर आइये 'नए भारत' के निर्माण में अपना योगदान देने का संकल्प लें और देश की उन्नति में भागीदार बनें। https://t.co/2IX4id1K5X",[],[],[],[],India,,2021-09-17 02:00:00,निर्माण एवं सृजन के देवता  भगवान श्री विश्वकर्मा जी की जयंती पर समस्त देशवासियों को हार्दिक शुभकामनाएं।इस पावन दिन पर आइये  नए भारत  के निर्माण में अपना योगदान देने का संकल्प लें और देश की उन्नति में भागीदार बनें। https   t co 2IX4id1K5X,
23,hi,smritiirani,130104041,True,1438676504578183168,"प्रतिबद्धता और शुचिता की प्रतिमूर्ति, व जनकल्याण के लिए अपना जीवन समर्पित करने वाले देश के यशस्वी PM @narendramodi जी को जन्मदिन की हार्दिक शुभकामनाएं।

आपके नेतृत्व में देश निरंतर प्रगति की ओर अग्रसर है। आपकी दीर्घायु व उत्तम स्वास्थ्य के लिए प्रार्थना करती हूँ। #HappyBdayModiji",[],['HappyBdayModiji'],['narendramodi'],[],India,,2021-09-17 01:00:00,प्रतिबद्धता और शुचिता की प्रतिमूर्ति  व जनकल्याण के लिए अपना जीवन समर्पित करने वाले देश के यशस्वी PM  narendramodi जी को जन्मदिन की हार्दिक शुभकामनाएं।आपके नेतृत्व में देश निरंतर प्रगति की ओर अग्रसर है। आपकी दीर्घायु व उत्तम स्वास्थ्य के लिए प्रार्थना करती हूँ।  HappyBdayModiji,
24,hi,smritiirani,130104041,True,1438418143588675587,"दिल्ली में नवनिर्मित 'डिफेंस ऑफिस कॉम्प्लेक्स' का लोकार्पण कर राष्ट्र को समर्पित करने के लिए PM @narendramodi जी का धन्यवाद।

पर्यावरण अनुकूल इंफ़्रा एवं अत्याधुनिक सुविधाओं से लैस यह कॉम्प्लेक्स हमारी सेनाओं के कामकाज को और अधिक सुगम, प्रभावी व सशक्त बनाने में कारगर सिद्ध होगा। https://t.co/DG9qlOavBZ",[],[],['narendramodi'],[],India,,2021-09-16 08:00:00,दिल्ली में नवनिर्मित  डिफेंस ऑफिस कॉम्प्लेक्स  का लोकार्पण कर राष्ट्र को समर्पित करने के लिए PM  narendramodi जी का धन्यवाद।पर्यावरण अनुकूल इंफ़्रा एवं अत्याधुनिक सुविधाओं से लैस यह कॉम्प्लेक्स हमारी सेनाओं के कामकाज को और अधिक सुगम  प्रभावी व सशक्त बनाने में कारगर सिद्ध होगा। https   t co DG9qlOavBZ,
25,hi,smritiirani,130104041,True,1438418067982217220,"देवभूमि उत्तराखंड के मुख्यमंत्री श्री @PushkarDhami जी को जन्मदिन की हार्दिक शुभकामनाएं।

ईश्वर से आपके उत्तम स्वास्थ्य एवं दीर्घायु और प्रदेश की समृद्धि एवं सर्वांगीण विकास में आपके निरंतर योगदान हेतु कामना करती हूँ।",[],[],['pushkardhami'],[],India,,2021-09-16 08:00:00,देवभूमि उत्तराखंड के मुख्यमंत्री श्री  PushkarDhami जी को जन्मदिन की हार्दिक शुभकामनाएं।ईश्वर से आपके उत्तम स्वास्थ्य एवं दीर्घायु और प्रदेश की समृद्धि एवं सर्वांगीण विकास में आपके निरंतर योगदान हेतु कामना करती हूँ।,
26,en,smritiirani,130104041,True,1438146221273534464,"Union Cabinet approves PLI for Auto &amp; Drone Industry:

Incentives worth Rs. 26,058 crore

Auto Sector Investments of Rs. 42,500 crore

Drone Sector investment of Rs. 5,000 crore

Additional employment to over 7.6 lakh people

https://t.co/igksoMgBZK https://t.co/zDcLs85YOG",[],[],[],['https://t.co/igksoMgBZK'],India,Union Cabinet approves PLI for Auto  amp  Drone Industry Incentives worth Rs  26 058 croreAuto Sector Investments of Rs  42 500 croreDrone Sector investment of Rs  5 000 croreAdditional employment to over 7 6 lakh peoplehttps   t co igksoMgBZK https   t co zDcLs85YOG,2021-09-15 14:00:00,,
27,en,smritiirani,130104041,True,1438145901290086401,"9 structural &amp; 5 procedural reforms to boost employment, competitiveness &amp; consumer interest in Telecom Sector. 

PM @narendramodi Ji led Union Cabinet's approval to reforms will boost broadband &amp; telecom connectivity leading to a more robust telecom sector of India. https://t.co/GhnhObUm9w",[],[],['narendramodi'],[],India,9 structural  amp  5 procedural reforms to boost employment  competitiveness  amp  consumer interest in Telecom Sector  PM  narendramodi Ji led Union Cabinet s approval to reforms will boost broadband  amp  telecom connectivity leading to a more robust telecom sector of India  https   t co GhnhObUm9w,2021-09-15 14:00:00,,
28,hi,smritiirani,130104041,True,1437815278457397250,"सलोन विधानसभा में ₹47.43 करोड़ की लागत से विभिन्न सड़कें जिनकी कुल लंबाई 81.42 किलोमीटर है, वर्तमान में निर्माणाधीन है।

अमेठी लोकसभा क्षेत्र के सर्वांगीण विकास एवं लोगों के जीवन स्तर को बेहतर बनाने में अनवरत सहयोग के लिए CM @myogiadityanath जी एवं @UPGovt का हार्दिक आभार।",[],[],"['myogiadityanath', 'UPGovt']",[],India,,2021-09-14 16:00:00,सलोन विधानसभा में ₹47 43 करोड़ की लागत से विभिन्न सड़कें जिनकी कुल लंबाई 81 42 किलोमीटर है  वर्तमान में निर्माणाधीन है।अमेठी लोकसभा क्षेत्र के सर्वांगीण विकास एवं लोगों के जीवन स्तर को बेहतर बनाने में अनवरत सहयोग के लिए CM  myogiadityanath जी एवं  UPGovt का हार्दिक आभार।,
29,hi,smritiirani,130104041,True,1437815135796486146,अमेठी संसदीय क्षेत्र के अंतर्गत आने वाले रायबरेली जिले के सलोन विधानसभा क्षेत्र में आज प्रदेश के उप-मुख्यमंत्री श्री @kpmaurya1 जी ने कुल ₹8.02 करोड़ की लागत से 02 संपर्क मार्ग (लंबाई - 0.80कि.मी.) का लोकार्पण एवं 19 संपर्क मार्गों (लंबाई - 13.84 कि.मी.) का शिलान्यास किया।,[],[],['kpmaurya1'],[],India,,2021-09-14 16:00:00,अमेठी संसदीय क्षेत्र के अंतर्गत आने वाले रायबरेली जिले के सलोन विधानसभा क्षेत्र में आज प्रदेश के उप मुख्यमंत्री श्री  kpmaurya1 जी ने कुल ₹8 02 करोड़ की लागत से 02 संपर्क मार्ग  लंबाई   0 80कि मी   का लोकार्पण एवं 19 संपर्क मार्गों  लंबाई   13 84 कि मी   का शिलान्यास किया।,
30,hi,smritiirani,130104041,True,1437811489293811714,"दुर्गापुर, अमेठी के वीर सपूत दिनेश कुमार कसौंधन जी जम्मू कश्मीर में माँ भारती की रक्षा करते हुए वीरगति को प्राप्त हो गए। उनके बलिदान पर विनम्र श्रद्धांजलि।

इस दुःखद समय में परिजनों के प्रति मेरी संवेदनाएं है। ईश्वर दिवंगत आत्मा को शांति व परिजनों को संबल प्रदान करें।

ॐ शांति।",[],[],[],[],India,,2021-09-14 16:00:00,दुर्गापुर  अमेठी के वीर सपूत दिनेश कुमार कसौंधन जी जम्मू कश्मीर में माँ भारती की रक्षा करते हुए वीरगति को प्राप्त हो गए। उनके बलिदान पर विनम्र श्रद्धांजलि।इस दुःखद समय में परिजनों के प्रति मेरी संवेदनाएं है। ईश्वर दिवंगत आत्मा को शांति व परिजनों को संबल प्रदान करें।ॐ शांति।,
31,hi,smritiirani,130104041,True,1437717802299785222,उत्तर प्रदेश सरकार में ऊर्जा मंत्री @ptshrikant जी के साथ अमेठी संसदीय क्षेत्र में @UPGovt ऊर्जा मंत्रालय से जुड़े विषयों पर चर्चा की। https://t.co/ZDD8GhscJA,[],[],"['ptshrikant', 'UPGovt']",[],India,,2021-09-14 10:00:00,उत्तर प्रदेश सरकार में ऊर्जा मंत्री  ptshrikant जी के साथ अमेठी संसदीय क्षेत्र में  UPGovt ऊर्जा मंत्रालय से जुड़े विषयों पर चर्चा की। https   t co ZDD8GhscJA,
32,en,smritiirani,130104041,True,1437706547337908227,"International business leaders are confident in India's prospects and are readying plans to make additional and first-time investments in the country. 

Deloitte Survey suggests India remains an attractive destination for foreign direct investments. https://t.co/nm698Sr5hA",[],[],[],['https://t.co/nm698Sr5hA'],India,International business leaders are confident in India s prospects and are readying plans to make additional and first time investments in the country  Deloitte Survey suggests India remains an attractive destination for foreign direct investments  https   t co nm698Sr5hA,2021-09-14 09:00:00,,
33,hi,smritiirani,130104041,True,1437661705807360002,"समस्त देशवासियों को #हिंदी_दिवस की हार्दिक शुभकामनाएं। हिंदी के विकास एवं प्रसार में भाषाविदों समेत विभिन्न क्षेत्र के लोगों का विशेष योगदान रहा है।

इस अवसर पर आइये हम अपनी मातृभाषा के साथ-साथ हिंदी को भी मज़बूती से आगे बढ़ाने का संकल्प लें।",[],['हिंदी_दिवस'],[],[],India,,2021-09-14 06:00:00,समस्त देशवासियों को  हिंदी दिवस की हार्दिक शुभकामनाएं। हिंदी के विकास एवं प्रसार में भाषाविदों समेत विभिन्न क्षेत्र के लोगों का विशेष योगदान रहा है।इस अवसर पर आइये हम अपनी मातृभाषा के साथ साथ हिंदी को भी मज़बूती से आगे बढ़ाने का संकल्प लें।,
34,en,smritiirani,130104041,True,1437431371492847620,A new milestone - 75+ crore vaccine doses administered. #LargestVaccinationDrive in the world in the fight against Covid-19. Let’s keep the momentum going! #SabkoVaccineMuftVaccine https://t.co/o9lIvdaozc,[],"['LargestVaccinationDrive', 'SabkoVaccineMuftVaccine']",[],[],India,A new milestone   75  crore vaccine doses administered   LargestVaccinationDrive in the world in the fight against Covid 19  Let’s keep the momentum going   SabkoVaccineMuftVaccine https   t co o9lIvdaozc,2021-09-13 15:00:00,,
35,en,smritiirani,130104041,True,1437046779569008650,Congratulations to @Bhupendrapbjp Ji on being elected as the Chief Minister of Gujarat. My best wishes to you as you get ready to take the state of Gujarat to greater heights and set new precedents of development in days to come.,[],[],['Bhupendrapbjp'],[],India,Congratulations to  Bhupendrapbjp Ji on being elected as the Chief Minister of Gujarat  My best wishes to you as you get ready to take the state of Gujarat to greater heights and set new precedents of development in days to come ,2021-09-12 14:00:00,,
36,en,smritiirani,130104041,True,1437044589035098121,Grateful for your support @NBirenSingh ji towards #POSHANMaah2021 🙏 https://t.co/421YedZKN9,['🙏'],['POSHANMaah2021'],['NBirenSingh'],['https://t.co/421YedZKN9'],India,Grateful for your support  NBirenSingh ji towards  POSHANMaah2021  https   t co 421YedZKN9,2021-09-12 13:00:00,,
37,en,smritiirani,130104041,True,1436997880594800642,Paid tributes to Netaji Subhas Chandra Bose at Moirang where the tricolour was hoisted by Azad Hind Fauj in 1944. https://t.co/v52LaJt2sZ,[],[],[],[],India,Paid tributes to Netaji Subhas Chandra Bose at Moirang where the tricolour was hoisted by Azad Hind Fauj in 1944  https   t co v52LaJt2sZ,2021-09-12 10:00:00,,
38,en,smritiirani,130104041,True,1436981345897623559,Interacted with karyakartas at @BJP4Manipur HQ. Was inspired by their energy and enthusiasm to take the ideals &amp; development agenda of BJP forward. https://t.co/L5oliLIzT4,[],[],['BJP4Manipur'],[],India,Interacted with karyakartas at  BJP4Manipur HQ  Was inspired by their energy and enthusiasm to take the ideals  amp  development agenda of BJP forward  https   t co L5oliLIzT4,2021-09-12 09:00:00,,
39,en,smritiirani,130104041,True,1436980958780137472,"At Moirang in Manipur, interacted with Anganwadi workers and flagged off POSHAN walk organised to spread awareness on importance of nutrition and good health. https://t.co/H570MJmxdr",[],[],[],[],India,At Moirang in Manipur  interacted with Anganwadi workers and flagged off POSHAN walk organised to spread awareness on importance of nutrition and good health  https   t co H570MJmxdr,2021-09-12 09:00:00,,
40,en,smritiirani,130104041,True,1436980633767661572,Participated in POSHAN Cycle Rally at Bishnupur in Manipur as part of #POSHANMaah2021 campaign. https://t.co/uNiEZiCsel,[],['POSHANMaah2021'],[],[],India,Participated in POSHAN Cycle Rally at Bishnupur in Manipur as part of  POSHANMaah2021 campaign  https   t co uNiEZiCsel,2021-09-12 09:00:00,,
41,en,smritiirani,130104041,True,1436968659797303298,"Launched Anaemia Camp for identification and treatment of anaemic women, adolescents boys / girls and children at Bishnupur district in Manipur. #POSHANMaah2021 https://t.co/qQ1wD0Qc2X",[],['POSHANMaah2021'],[],[],India,Launched Anaemia Camp for identification and treatment of anaemic women  adolescents boys   girls and children at Bishnupur district in Manipur   POSHANMaah2021 https   t co qQ1wD0Qc2X,2021-09-12 08:00:00,,
42,en,smritiirani,130104041,True,1436913889417986048,"Blessed start to the day! 

Visited Shree Shree Govindajee Temple in Imphal, Manipur and sought blessings of Bhagwan Krishna. https://t.co/KolBVj0M4X",[],[],[],[],India,Blessed start to the day  Visited Shree Shree Govindajee Temple in Imphal  Manipur and sought blessings of Bhagwan Krishna  https   t co KolBVj0M4X,2021-09-12 05:00:00,,
43,en,smritiirani,130104041,True,1436701812334088201,Thankful to Chief Minister @NBirenSingh Ji for the warm welcome and prioritising the mission of SuPoshit Manipur for a SuPoshit Bharat. #POSHANMaah2021 https://t.co/YoQNEle73O,[],['POSHANMaah2021'],['NBirenSingh'],[],India,Thankful to Chief Minister  NBirenSingh Ji for the warm welcome and prioritising the mission of SuPoshit Manipur for a SuPoshit Bharat   POSHANMaah2021 https   t co YoQNEle73O,2021-09-11 15:00:00,,
44,en,smritiirani,130104041,True,1436700287415160833,"In Imphal, Manipur for #POSHANMaah2021 program. Anganwadi workers and beneficiary stakeholders including pregnant / lactating mothers were sensitised about important nutrition &amp; health related matters in presence of CM @NBirenSingh Ji. https://t.co/Cqlc1clWIa",[],['POSHANMaah2021'],['NBirenSingh'],[],India,In Imphal  Manipur for  POSHANMaah2021 program  Anganwadi workers and beneficiary stakeholders including pregnant   lactating mothers were sensitised about important nutrition  amp  health related matters in presence of CM  NBirenSingh Ji  https   t co Cqlc1clWIa,2021-09-11 15:00:00,,
