,tweet_lang,poi_name,poi_id,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_en,tweet_date,text_hi,text_es
124,en,smritiirani,130104041,True,1431493245289123842,"Congratulations @BhavinaPatel6 for creating history. 

Entire Nation is rooting for you. 

Go for Gold! 🥇 https://t.co/Lt4gxAq7Ac",['🥇'],[],['BhavinaPatel6'],[],India,Congratulations  BhavinaPatel6 for creating history  Entire Nation is rooting for you  Go for Gold   https   t co Lt4gxAq7Ac,2021-08-28 06:00:00,,
125,en,smritiirani,130104041,True,1431466309414363136,"1 0 0 0 0 0 0 0 +

A milestone for all Indians.

Let’s keep the momentum going. #GetVaccinated 

🇮🇳🇮🇳🇮🇳 https://t.co/aPkSERNdps",['🇮🇳'],['GetVaccinated'],[],[],India,1 0 0 0 0 0 0 0  A milestone for all Indians Let’s keep the momentum going   GetVaccinated  https   t co aPkSERNdps,2021-08-28 04:00:00,,
126,en,smritiirani,130104041,True,1430918977149091841,"My remarks at the first ever G20 Conference on Women’s Empowerment. Highlighted PM @narendramodi Ji led Government’s initiatives  towards fostering gender equality, ensuring better healthcare and strengthening women’s safety &amp; security. https://t.co/iijhOcUcuf",[],[],['narendramodi'],[],India,My remarks at the first ever G20 Conference on Women’s Empowerment  Highlighted PM  narendramodi Ji led Government’s initiatives  towards fostering gender equality  ensuring better healthcare and strengthening women’s safety  amp  security  https   t co iijhOcUcuf,2021-08-26 16:00:00,,
127,hi,smritiirani,130104041,True,1430528580136538119,"गन्ने का FRP बढ़ाकर अब तक का उच्चतम ₹290/क्विंटल करने पर PM @narendramodi जी का हार्दिक आभार।

गन्ना किसानों के हित में लिया गया यह निर्णय किसानों के प्रति मोदी सरकार के दृढ़ संकल्प को दर्शाता है।

इस फैसले से करोड़ों गन्ना किसान एवं 5 लाख मज़दूर सीधे तौर पर लाभान्वित होंगे। https://t.co/oFhO5EdYRg",[],[],['narendramodi'],[],India,,2021-08-25 14:00:00,गन्ने का FRP बढ़ाकर अब तक का उच्चतम ₹290 क्विंटल करने पर PM  narendramodi जी का हार्दिक आभार।गन्ना किसानों के हित में लिया गया यह निर्णय किसानों के प्रति मोदी सरकार के दृढ़ संकल्प को दर्शाता है।इस फैसले से करोड़ों गन्ना किसान एवं 5 लाख मज़दूर सीधे तौर पर लाभान्वित होंगे। https   t co oFhO5EdYRg,
128,hi,smritiirani,130104041,True,1430102509176033285,"सतनाम वाहेगुरु 🙏

@HardeepSPuri https://t.co/YXb0yhDDFh",['🙏'],[],['HardeepSPuri'],[],India,,2021-08-24 10:00:00,सतनाम वाहेगुरु  HardeepSPuri https   t co YXb0yhDDFh,
129,en,smritiirani,130104041,True,1429846044322373649,World’s growing interest in India - the 2nd most preferred manufacturing destination in the world. https://t.co/xjHhprdlNY,[],[],[],['https://t.co/xjHhprdlNY'],India,World’s growing interest in India   the 2nd most preferred manufacturing destination in the world  https   t co xjHhprdlNY,2021-08-23 17:00:00,,
130,hi,smritiirani,130104041,True,1429389892081967106,"विराट व्यक्तित्व, दृढ़ इच्छाशक्ति, अटूट आस्था और सहज कर्मठ कार्यकर्ता - बाबूजी कल्याण सिंह जी को हर एक भाजपा कार्यकर्ता आज भावपूर्ण श्रद्धांजलि अर्पित करता है। https://t.co/WBhI8NfTQ2",[],[],[],[],India,,2021-08-22 10:00:00,विराट व्यक्तित्व  दृढ़ इच्छाशक्ति  अटूट आस्था और सहज कर्मठ कार्यकर्ता   बाबूजी कल्याण सिंह जी को हर एक भाजपा कार्यकर्ता आज भावपूर्ण श्रद्धांजलि अर्पित करता है। https   t co WBhI8NfTQ2,
131,hi,smritiirani,130104041,True,1429267547271036935,भाई-बहन के प्रेम एवं अटूट बंधन को समर्पित उत्सव 'रक्षाबंधन' की समस्त देशवासियों को हार्दिक शुभकामनाएं। https://t.co/R3lfK6a3dQ,[],[],[],[],India,,2021-08-22 02:00:00,भाई बहन के प्रेम एवं अटूट बंधन को समर्पित उत्सव  रक्षाबंधन  की समस्त देशवासियों को हार्दिक शुभकामनाएं। https   t co R3lfK6a3dQ,
132,hi,smritiirani,130104041,True,1429134441629196289,"राम भक्त, उत्तर प्रदेश के पूर्व CM श्रद्धेय ‘बाबूजी’ कल्याण सिंह जी का जाना मेरे लिए व्यक्तिगत अपूरणीय क्षति है। दृढ़ निश्चयी व असाधारण प्रशासक के रूप में उन्होंने भारतीय राजनीति पर अमिट छाप छोड़ी है।

ईश्वर उनकी आत्मा को शांति एवं परिजनों को इस कठिन समय में संबल दें।

ॐ शांति। https://t.co/mpSdXE26NW",[],[],[],[],India,,2021-08-21 18:00:00,राम भक्त  उत्तर प्रदेश के पूर्व CM श्रद्धेय ‘बाबूजी’ कल्याण सिंह जी का जाना मेरे लिए व्यक्तिगत अपूरणीय क्षति है। दृढ़ निश्चयी व असाधारण प्रशासक के रूप में उन्होंने भारतीय राजनीति पर अमिट छाप छोड़ी है।ईश्वर उनकी आत्मा को शांति एवं परिजनों को इस कठिन समय में संबल दें।ॐ शांति। https   t co mpSdXE26NW,
133,hi,smritiirani,130104041,True,1429088527996702720,"आज अमेठी जनपद में पाइप पेयजल योजनाओं से संबंधित समीक्षा बैठक की अध्यक्षता की।

अमेठीवासियों के लिए शुद्ध पेयजल की आपूर्ति सुनिश्चित करना प्राथमिकताओं में से एक है। https://t.co/jXmJuUkja5",[],[],[],[],India,,2021-08-21 15:00:00,आज अमेठी जनपद में पाइप पेयजल योजनाओं से संबंधित समीक्षा बैठक की अध्यक्षता की।अमेठीवासियों के लिए शुद्ध पेयजल की आपूर्ति सुनिश्चित करना प्राथमिकताओं में से एक है। https   t co jXmJuUkja5,
134,en,smritiirani,130104041,True,1428989474592100353,"Onam greetings to everyone! May this festival bring peace, prosperity and good health in our lives. https://t.co/fscaBFX7rt",[],[],[],[],India,Onam greetings to everyone  May this festival bring peace  prosperity and good health in our lives  https   t co fscaBFX7rt,2021-08-21 08:00:00,,
135,en,smritiirani,130104041,True,1428977508569862147,Birthday greetings to @PemaKhanduBJP ji. May God bless him with good health &amp; a long life as he continues to accelerate development in the beautiful state of Arunachal Pradesh.,[],[],['PemaKhanduBJP'],[],India,Birthday greetings to  PemaKhanduBJP ji  May God bless him with good health  amp  a long life as he continues to accelerate development in the beautiful state of Arunachal Pradesh ,2021-08-21 07:00:00,,
136,hi,smritiirani,130104041,True,1428713568967565313,"12 ज्योतिर्लिंगों में से प्रथम ज्योतिर्लिंग, सोमनाथ मंदिर में विकास कार्यों का लोकार्पण करने पर PM @narendramodi जी का आभार।

आस्था व दृढ़ता के प्रतीक सोमनाथ में इन कार्यों से पर्यटन को प्रोत्साहन और श्रद्धालुओं को यहाँ का इतिहास अच्छे से जानने का अवसर प्राप्त होगा। #JaySomnath https://t.co/NVmqVQsOCX",[],['JaySomnath'],['narendramodi'],[],India,,2021-08-20 14:00:00,12 ज्योतिर्लिंगों में से प्रथम ज्योतिर्लिंग  सोमनाथ मंदिर में विकास कार्यों का लोकार्पण करने पर PM  narendramodi जी का आभार।आस्था व दृढ़ता के प्रतीक सोमनाथ में इन कार्यों से पर्यटन को प्रोत्साहन और श्रद्धालुओं को यहाँ का इतिहास अच्छे से जानने का अवसर प्राप्त होगा।  JaySomnath https   t co NVmqVQsOCX,
137,en,smritiirani,130104041,True,1428229552132685825,Our Olympic athletes have inspired an entire generation to aspire &amp; achieve. PM @narendramodi Ji’s appeal to visit 75 schools to spread awareness abt malnutrition &amp; sports will further inspire young Indians to adopt healthy living &amp; participate in sports. https://t.co/TDsFyrTapX,[],[],['narendramodi'],['https://t.co/TDsFyrTapX'],India,Our Olympic athletes have inspired an entire generation to aspire  amp  achieve  PM  narendramodi Ji’s appeal to visit 75 schools to spread awareness abt malnutrition  amp  sports will further inspire young Indians to adopt healthy living  amp  participate in sports  https   t co TDsFyrTapX,2021-08-19 06:00:00,,
138,hi,smritiirani,130104041,True,1427988243694317574,"“Modi ji, Aaj app ne puree sports fraternity ka dil jeet liya hai”, says the legend @therealkapildev Ji https://t.co/A0ho3SD2iQ",[],[],['therealkapildev'],['https://t.co/A0ho3SD2iQ'],India,,2021-08-18 14:00:00,“Modi ji  Aaj app ne puree sports fraternity ka dil jeet liya hai”  says the legend  therealkapildev Ji https   t co A0ho3SD2iQ,
139,en,smritiirani,130104041,True,1427863304244895751,Birthday greetings to FM @nsitharaman ji. May she be blessed with a long and healthy life in the service of the Nation.,[],[],['nsitharaman'],[],India,Birthday greetings to FM  nsitharaman ji  May she be blessed with a long and healthy life in the service of the Nation ,2021-08-18 05:00:00,,
140,en,smritiirani,130104041,True,1427821593556709381,Worth a watch! Tune in at 9 AM. https://t.co/MG6UYOtVNN,[],[],[],['https://t.co/MG6UYOtVNN'],India,Worth a watch  Tune in at 9 AM  https   t co MG6UYOtVNN,2021-08-18 03:00:00,,
141,en,smritiirani,130104041,True,1427530522943578112,"That he lacks sensitivity, disrespects the law and lies on important issues was well known but using a child’s parents to score a political point over a rape crime is indicative of a depraved mindset. The former Congress President is beyond redemption! https://t.co/SDzrHpU30h",[],[],[],['https://t.co/SDzrHpU30h'],India,That he lacks sensitivity  disrespects the law and lies on important issues was well known but using a child’s parents to score a political point over a rape crime is indicative of a depraved mindset  The former Congress President is beyond redemption  https   t co SDzrHpU30h,2021-08-17 07:00:00,,
142,en,smritiirani,130104041,True,1427136000904499201,"Navroz Mubarak! May the New Year bring new hope, good health and immense happiness to all. https://t.co/Jtb0HIABVO",[],[],[],[],India,Navroz Mubarak  May the New Year bring new hope  good health and immense happiness to all  https   t co Jtb0HIABVO,2021-08-16 05:00:00,,
143,hi,smritiirani,130104041,True,1427123501920522244,"विकास और सुशासन के पर्याय, मृदुभाषी एवं ओजस्वी वक्ता, 'भारत रत्न' पूर्व प्रधानमंत्री श्रद्धेय अटल बिहारी वाजपेयी जी की पुण्यतिथि पर शत्-शत् नमन।

@BJP4India के प्रति उनका अद्वितीय योगदान और लोकतांत्रिक आदर्शों के प्रति उनकी अटूट प्रतिबद्धता हम सभी के लिए प्रेरणादायी है। https://t.co/8967anG23j",[],[],['BJP4India'],[],India,,2021-08-16 04:00:00,विकास और सुशासन के पर्याय  मृदुभाषी एवं ओजस्वी वक्ता   भारत रत्न  पूर्व प्रधानमंत्री श्रद्धेय अटल बिहारी वाजपेयी जी की पुण्यतिथि पर शत् शत् नमन। BJP4India के प्रति उनका अद्वितीय योगदान और लोकतांत्रिक आदर्शों के प्रति उनकी अटूट प्रतिबद्धता हम सभी के लिए प्रेरणादायी है। https   t co 8967anG23j,
144,hi,smritiirani,130104041,True,1426882848078786567,"SHGs से जुड़ी 8 करोड़ से अधिक बहनें एक से बढकर एक उत्पाद बनाती है। उनके प्रोडक्ट्स को देश और विदेश में पहुंचाने के लिए PM @narendramodi जी ने E-Commerce प्लेटफॉर्म तैयार करने की घोषणा की।

यह पहल बहनों को प्रोत्साहित और उनकी आय वृद्धि में सहायक होगी। #IndiaIndependenceDay",[],['IndiaIndependenceDay'],['narendramodi'],[],India,,2021-08-15 12:00:00,SHGs से जुड़ी 8 करोड़ से अधिक बहनें एक से बढकर एक उत्पाद बनाती है। उनके प्रोडक्ट्स को देश और विदेश में पहुंचाने के लिए PM  narendramodi जी ने E Commerce प्लेटफॉर्म तैयार करने की घोषणा की।यह पहल बहनों को प्रोत्साहित और उनकी आय वृद्धि में सहायक होगी।  IndiaIndependenceDay,
145,hi,smritiirani,130104041,True,1426881464260448258,नए भारत के विकास के लिए नए इंफ्रास्ट्रक्चर की ज़रूरत को समझते हुए PM @narendramodi जी ने ₹100 लाख करोड़ से भी अधिक की लागत वाले ‘प्रधानमंत्री गतिशक्ति योजना’ का उल्लेख किया। यह मास्टरप्लान लाखों युवाओं को रोजगार देने के साथ ही एक मज़बूत भारत की नींव बनेगा। #IndiaIndependenceDay,[],['IndiaIndependenceDay'],['narendramodi'],[],India,,2021-08-15 12:00:00,नए भारत के विकास के लिए नए इंफ्रास्ट्रक्चर की ज़रूरत को समझते हुए PM  narendramodi जी ने ₹100 लाख करोड़ से भी अधिक की लागत वाले ‘प्रधानमंत्री गतिशक्ति योजना’ का उल्लेख किया। यह मास्टरप्लान लाखों युवाओं को रोजगार देने के साथ ही एक मज़बूत भारत की नींव बनेगा।  IndiaIndependenceDay,
146,hi,smritiirani,130104041,True,1426881024609243137,"प्रधानमंत्री @narendramodi जी ने आज अपने संबोधन में यह ऐलान किया कि देशभर के सैनिक स्कूलों में अब बेटियां भी एडमिशन ले सकेंगी। इस फैसले से बेटियों को समान शिक्षा एवं सहभागिता का अवसर मिलेगा।

#IndiaIndependenceDay",[],['IndiaIndependenceDay'],['narendramodi'],[],India,,2021-08-15 12:00:00,प्रधानमंत्री  narendramodi जी ने आज अपने संबोधन में यह ऐलान किया कि देशभर के सैनिक स्कूलों में अब बेटियां भी एडमिशन ले सकेंगी। इस फैसले से बेटियों को समान शिक्षा एवं सहभागिता का अवसर मिलेगा। IndiaIndependenceDay,
147,hi,smritiirani,130104041,True,1426880764755386379,PM @narendramodi जी ने आज पुनः दुहराया कि सरकार 'कुपोषण मुक्त भारत' के लिए कृतसंकल्पित है। इस दिशा में आगे बढ़ते हुए वर्ष 2024 तक विभिन्न योजनाओं के तहत मिलने वाले चावल को फोर्टिफाई किया जाएगा। स्वास्थ्य में सुधार लाने एवं रोगों के उन्मूलन में सहायक होगा। #IndiaIndependenceDay,[],['IndiaIndependenceDay'],['narendramodi'],[],India,,2021-08-15 12:00:00,PM  narendramodi जी ने आज पुनः दुहराया कि सरकार  कुपोषण मुक्त भारत  के लिए कृतसंकल्पित है। इस दिशा में आगे बढ़ते हुए वर्ष 2024 तक विभिन्न योजनाओं के तहत मिलने वाले चावल को फोर्टिफाई किया जाएगा। स्वास्थ्य में सुधार लाने एवं रोगों के उन्मूलन में सहायक होगा।  IndiaIndependenceDay,
148,hi,smritiirani,130104041,True,1426880385363812362,"PM @narendramodi जी ने लोक स्वास्थ्य और कल्याण के प्रयासों को भी रेखांकित किया।

हर भारतवासी तक बेहतर स्वास्थ्य सुविधा पहुँचाने की दिशा में आज तेज गति से काम हो रहा है। मेडिकल शिक्षा, व्यवस्था अथवा इंफ्रास्ट्रक्चर, हर क्षेत्र में सरकार ज़रूरी कदम उठा रही है। #IndiaIndependenceDay",[],['IndiaIndependenceDay'],['narendramodi'],[],India,,2021-08-15 12:00:00,PM  narendramodi जी ने लोक स्वास्थ्य और कल्याण के प्रयासों को भी रेखांकित किया।हर भारतवासी तक बेहतर स्वास्थ्य सुविधा पहुँचाने की दिशा में आज तेज गति से काम हो रहा है। मेडिकल शिक्षा  व्यवस्था अथवा इंफ्रास्ट्रक्चर  हर क्षेत्र में सरकार ज़रूरी कदम उठा रही है।  IndiaIndependenceDay,
149,hi,smritiirani,130104041,True,1426793407360376834,"#स्वतंत्रतादिवस के अवसर पर PM @narendramodi जी का संबोधन हमें आगामी 25 साल को अमृत काल मानते हुए, उत्साह एवं विश्वास के साथ देश को नई ऊंचाइयों तक ले जाने के लिए प्रेरित करता है।

समृद्ध व सक्षम भारत बनाने के ऊपर केंद्रित अभिभाषण के लिए मोदी जी का आभार।

https://t.co/l6zHf5gvxL",[],['स्वतंत्रतादिवस'],['narendramodi'],['https://t.co/l6zHf5gvxL'],India,,2021-08-15 07:00:00, स्वतंत्रतादिवस के अवसर पर PM  narendramodi जी का संबोधन हमें आगामी 25 साल को अमृत काल मानते हुए  उत्साह एवं विश्वास के साथ देश को नई ऊंचाइयों तक ले जाने के लिए प्रेरित करता है।समृद्ध व सक्षम भारत बनाने के ऊपर केंद्रित अभिभाषण के लिए मोदी जी का आभार।https   t co l6zHf5gvxL,
150,en,smritiirani,130104041,True,1426518284975886341,"SAMVAD(Support Advocacy &amp; Mental Health Intervention for Children in Vulnerable Circumstances &amp; Distress) was initiated with @mheduNIMHANS to ensure holistic psychosocial well-being of children &amp; adolescents. On the eve of Independence Day, launched 2nd phase of SAMVAD programme. https://t.co/yera1uBCAB",[],[],['mheduNIMHANS'],[],India,SAMVAD Support Advocacy  amp  Mental Health Intervention for Children in Vulnerable Circumstances  amp  Distress  was initiated with  mheduNIMHANS to ensure holistic psychosocial well being of children  amp  adolescents  On the eve of Independence Day  launched 2nd phase of SAMVAD programme  https   t co yera1uBCAB,2021-08-14 12:00:00,,
151,en,smritiirani,130104041,True,1426417704072777728,"Generations were torn apart, for many the scars will never heal. Today on #PartitionHorrorsRemembranceDay, we resolve to ensure - 

Never Again shall we be divided!

Never Again shall we come apart!

Onwards, together to build a New India!",[],['PartitionHorrorsRemembranceDay'],[],[],India,Generations were torn apart  for many the scars will never heal  Today on  PartitionHorrorsRemembranceDay  we resolve to ensure   Never Again shall we be divided Never Again shall we come apart Onwards  together to build a New India ,2021-08-14 06:00:00,,
152,en,smritiirani,130104041,True,1426219613726023680,"Had an extensive meeting with Health Minister @mansukhmandviya ji and Education Minister @dpradhanbjp ji on enhancing synergy between @MinistryWCD, @MoHFW_INDIA &amp; @EduMinOfIndia to strength POSHAN Abhiyan for a SuPoshit Bharat. https://t.co/bHRQZcahZ9",[],[],"['mansukhmandviya', 'dpradhanbjp', 'MinistryWCD', 'MoHFW_INDIA', 'EduMinOfIndia']",[],India,Had an extensive meeting with Health Minister  mansukhmandviya ji and Education Minister  dpradhanbjp ji on enhancing synergy between  MinistryWCD   MoHFW INDIA  amp   EduMinOfIndia to strength POSHAN Abhiyan for a SuPoshit Bharat  https   t co bHRQZcahZ9,2021-08-13 17:00:00,,
153,hi,smritiirani,130104041,True,1426064383529000961,"नारीशक्ति की महान द्योतक, कुशल शासक, धर्मप्रेमी महारानी अहिल्याबाई होल्कर जी की पुण्यतिथि पर उन्हें सादर नमन एवं भावभीनी श्रद्धांजलि।

उनका उत्कृष्ट विचार एवं आचरण हम सभी के लिए अनुकरणीय है। https://t.co/7ujMBIRI8E",[],[],[],[],India,,2021-08-13 06:00:00,नारीशक्ति की महान द्योतक  कुशल शासक  धर्मप्रेमी महारानी अहिल्याबाई होल्कर जी की पुण्यतिथि पर उन्हें सादर नमन एवं भावभीनी श्रद्धांजलि।उनका उत्कृष्ट विचार एवं आचरण हम सभी के लिए अनुकरणीय है। https   t co 7ujMBIRI8E,
154,hi,smritiirani,130104041,True,1425788895925575682,"आज #AatmanirbharNariShakti से संवाद कार्यक्रम में PM @narendramodi जी से तमिलनाडु के डिंडीगुल ज़िले की श्रीमती एस. जयंती जी एवं उनके स्व-सहायता समूह ने बातचीत की।

उन्होंने अपने संवाद में प्लास्टिक को ट्रीट कर पुनःउपयोग में लाने एवं प्रदूषण को रोकने के लिए देश को प्रेरित किया है। https://t.co/3isS2G28NM",[],['AatmanirbharNariShakti'],['narendramodi'],[],India,,2021-08-12 12:00:00,आज  AatmanirbharNariShakti से संवाद कार्यक्रम में PM  narendramodi जी से तमिलनाडु के डिंडीगुल ज़िले की श्रीमती एस  जयंती जी एवं उनके स्व सहायता समूह ने बातचीत की।उन्होंने अपने संवाद में प्लास्टिक को ट्रीट कर पुनःउपयोग में लाने एवं प्रदूषण को रोकने के लिए देश को प्रेरित किया है। https   t co 3isS2G28NM,
155,hi,smritiirani,130104041,True,1425788831052320775,"मणिपुर की जोइसी देवी को ने @DDUGKYMoRD के तहत प्रशिक्षण प्राप्त किया और आज उन्हें अंतरराष्ट्रीय स्तर पर अपनी प्रतिभा दिखाने का मौका मिला। उसने दुबई में नौकरी हासिल की।

जोइसी चाहती हैं कि उनकी तरह देश की और भी बेटियां इन योजनाओं का लाभ उठाएं और आगे बढ़ें। #AatmanirbharNariShakti https://t.co/oHM3txOcuY",[],['AatmanirbharNariShakti'],['DDUGKYMoRD'],[],India,,2021-08-12 12:00:00,मणिपुर की जोइसी देवी को ने  DDUGKYMoRD के तहत प्रशिक्षण प्राप्त किया और आज उन्हें अंतरराष्ट्रीय स्तर पर अपनी प्रतिभा दिखाने का मौका मिला। उसने दुबई में नौकरी हासिल की।जोइसी चाहती हैं कि उनकी तरह देश की और भी बेटियां इन योजनाओं का लाभ उठाएं और आगे बढ़ें।  AatmanirbharNariShakti https   t co oHM3txOcuY,
156,hi,smritiirani,130104041,True,1425787142291312641,"मणिपुर की जोइसी देवी को ने @DDUGKYMoRD के तहत प्रशिक्षण प्राप्त किया और आज उन्हें अंतरराष्ट्रीय स्तर पर अपनी प्रतिभा दिखाने का मौका मिला। उसने दुबई में नौकरी हासिल की।

जोइसी चाहती हैं कि उनकी तरह देश की और भी बेटियां इन योजनाओं का लाभ उठाएं और आगे बढ़ें। #AatmanirbharNariShakti https://t.co/ldoqNehqEE",[],['AatmanirbharNariShakti'],['DDUGKYMoRD'],[],India,,2021-08-12 12:00:00,मणिपुर की जोइसी देवी को ने  DDUGKYMoRD के तहत प्रशिक्षण प्राप्त किया और आज उन्हें अंतरराष्ट्रीय स्तर पर अपनी प्रतिभा दिखाने का मौका मिला। उसने दुबई में नौकरी हासिल की।जोइसी चाहती हैं कि उनकी तरह देश की और भी बेटियां इन योजनाओं का लाभ उठाएं और आगे बढ़ें।  AatmanirbharNariShakti https   t co ldoqNehqEE,
157,hi,smritiirani,130104041,True,1425782946103971841,"उत्तराखंड के रुद्रपुर ज़िले की चंद्रमणि दास जी को 'DAY-NRLM' का सहयोग मिला जिससे उन्होंने एक बेकरी की स्थापना की। आज इस बेकरी में 35 प्रशिक्षित महिलाएं काम कर रही हैं।

चंद्रमणि जी एवं उनका समूह आज देश की महिलाओं को सशक्त बनाने के लिए प्रेरणास्रोत है।
#AatmanirbharNariShakti https://t.co/SsjD3QQeyk",[],['AatmanirbharNariShakti'],[],[],India,,2021-08-12 12:00:00,उत्तराखंड के रुद्रपुर ज़िले की चंद्रमणि दास जी को  DAY NRLM  का सहयोग मिला जिससे उन्होंने एक बेकरी की स्थापना की। आज इस बेकरी में 35 प्रशिक्षित महिलाएं काम कर रही हैं।चंद्रमणि जी एवं उनका समूह आज देश की महिलाओं को सशक्त बनाने के लिए प्रेरणास्रोत है। AatmanirbharNariShakti https   t co SsjD3QQeyk,
158,hi,smritiirani,130104041,True,1425782865506283520,"मध्य प्रदेश के अनूपपुर की चंपा सिंह #AatmaNirbharNariShakti की साक्षात मिसाल है।

बेहद ही गरीब परिवार में पली-बढ़ी चंपा जी ने अपने जीवन के संघर्षों से हार नहीं मानी और कृषि सखी के रूप में आज हज़ारों परिवारों को जैविक कृषि के लिए प्रेरित एवं प्रशिक्षित करने में जुटी हैं। https://t.co/MFttLYohbR",[],['AatmaNirbharNariShakti'],[],[],India,,2021-08-12 12:00:00,मध्य प्रदेश के अनूपपुर की चंपा सिंह  AatmaNirbharNariShakti की साक्षात मिसाल है।बेहद ही गरीब परिवार में पली बढ़ी चंपा जी ने अपने जीवन के संघर्षों से हार नहीं मानी और कृषि सखी के रूप में आज हज़ारों परिवारों को जैविक कृषि के लिए प्रेरित एवं प्रशिक्षित करने में जुटी हैं। https   t co MFttLYohbR,
159,hi,smritiirani,130104041,True,1425776030468431876,"स्वयं सहायता समूह की शक्ति और सफ़लता जानने के लिए झाँसी, उत्तर प्रदेश की उमा कांति पाल जी की कहानी बिल्कुल सटीक है।

बुंदेलखंड इलाके में 'बलिनी मिल्क प्रोड्यूसर कंपनी' के जरिये आज 25 हज़ार बहनों की आजीविका मज़बूत हुई है। उनकी सफ़लता की कहानी ज़रूर सुनें।
#AatmanirbharNariShakti https://t.co/wieG7TWs37",[],['AatmanirbharNariShakti'],[],[],India,,2021-08-12 11:00:00,स्वयं सहायता समूह की शक्ति और सफ़लता जानने के लिए झाँसी  उत्तर प्रदेश की उमा कांति पाल जी की कहानी बिल्कुल सटीक है।बुंदेलखंड इलाके में  बलिनी मिल्क प्रोड्यूसर कंपनी  के जरिये आज 25 हज़ार बहनों की आजीविका मज़बूत हुई है। उनकी सफ़लता की कहानी ज़रूर सुनें। AatmanirbharNariShakti https   t co wieG7TWs37,
160,hi,smritiirani,130104041,True,1425745980347977735,"आजादी के 75 वर्ष का ये समय नए लक्ष्य तय करने और नई ऊर्जा के साथ आगे बढ़ने का है।

बहनों की समूह शक्ति को भी अब नई ताकत के साथ आगे बढ़ना है।
 
आप सभी बहनें हमारे गांवों को समृद्धि और संपन्नता से जोड़ सकती हैं: PM @narendramodi Ji #AatmanirbharNariShakti",[],['AatmanirbharNariShakti'],['narendramodi'],[],India,,2021-08-12 09:00:00,आजादी के 75 वर्ष का ये समय नए लक्ष्य तय करने और नई ऊर्जा के साथ आगे बढ़ने का है।बहनों की समूह शक्ति को भी अब नई ताकत के साथ आगे बढ़ना है। आप सभी बहनें हमारे गांवों को समृद्धि और संपन्नता से जोड़ सकती हैं  PM  narendramodi Ji  AatmanirbharNariShakti,
161,hi,smritiirani,130104041,True,1425745878233485312,"जब हमारी सरकार आई तो हमने देखा कि देश की करोड़ों बहनें ऐसी थीं जिनके पास बैंक खाता तक नहीं था, जो बैंकिंग सिस्टम से कोसों दूर थीं।
  
इसलिए हमने सबसे पहले जनधन खाते खोलने का बहुत बड़ा अभियान शुरू किया: PM @narendramodi Ji #AatmanirbharNariShakti",[],['AatmanirbharNariShakti'],['narendramodi'],[],India,,2021-08-12 09:00:00,जब हमारी सरकार आई तो हमने देखा कि देश की करोड़ों बहनें ऐसी थीं जिनके पास बैंक खाता तक नहीं था  जो बैंकिंग सिस्टम से कोसों दूर थीं।  इसलिए हमने सबसे पहले जनधन खाते खोलने का बहुत बड़ा अभियान शुरू किया  PM  narendramodi Ji  AatmanirbharNariShakti,
162,hi,smritiirani,130104041,True,1425745822424068096,"जिस प्रकार से हमारी बहनों ने स्वयं सहायता समूहों के माध्यम से देशवासियों की सेवा की वो अभूतपूर्व है। मास्क-सेनेटाइज़र बनाना हो, ज़रूरतमंदों तक खाना पहुंचाना हो, जागरूकता का काम हो, हर प्रकार से आपकी सखी समूहों का योगदान अतुलनीय रहा है: PM @narendramodi Ji #AatmanirbharNariShakti",[],['AatmanirbharNariShakti'],['narendramodi'],[],India,,2021-08-12 09:00:00,जिस प्रकार से हमारी बहनों ने स्वयं सहायता समूहों के माध्यम से देशवासियों की सेवा की वो अभूतपूर्व है। मास्क सेनेटाइज़र बनाना हो  ज़रूरतमंदों तक खाना पहुंचाना हो  जागरूकता का काम हो  हर प्रकार से आपकी सखी समूहों का योगदान अतुलनीय रहा है  PM  narendramodi Ji  AatmanirbharNariShakti,
163,en,smritiirani,130104041,True,1425718057708576773,Watch Live! PM @narendramodi Ji begins his interaction with members of Self-Help Groups as part of 'Aatmanirbhar Narishakti se Samvad' programme https://t.co/e83dQmsLg7,[],[],['narendramodi'],['https://t.co/e83dQmsLg7'],India,Watch Live  PM  narendramodi Ji begins his interaction with members of Self Help Groups as part of  Aatmanirbhar Narishakti se Samvad  programme https   t co e83dQmsLg7,2021-08-12 07:00:00,,
164,en,smritiirani,130104041,True,1425372582254059522,"MP @jtnladakh pens how abrogation of Article 370 has put development on fast track in Ladakh thereby setting the stage for a long standing transformation of the UT and its people. 

https://t.co/rofOMzAcp4",[],[],['jtnladakh'],['https://t.co/rofOMzAcp4'],India,MP  jtnladakh pens how abrogation of Article 370 has put development on fast track in Ladakh thereby setting the stage for a long standing transformation of the UT and its people  https   t co rofOMzAcp4,2021-08-11 08:00:00,,
