,tweet_lang,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_hi,tweet_date
0,hi,False,1440916632692428800,@TajinderBagga सतह पर वैक्सीन ठोक दिया था आपने।,[],[],['TajinderBagga'],[],India, TajinderBagga सतह पर वैक्सीन ठोक दिया था आपने।,2021-09-23 06:00:00
1,hi,False,1440916572399448064,“उपनिवेशवादी मानसिकता”: यूके वैक्सीन नीति पर बढ़ती प्रतिक्रिया https://t.co/jvyle5nd7M,[],[],[],['https://t.co/jvyle5nd7M'],India,“उपनिवेशवादी मानसिकता”  यूके वैक्सीन नीति पर बढ़ती प्रतिक्रिया https   t co jvyle5nd7M,2021-09-23 06:00:00
2,hi,False,1440916351393026048,"@Shivpriynats कुछ सही नहीं कहा, उधव जी के वैक्सिन से बुखार हो गया है",[],[],['Shivpriynats'],[],India, Shivpriynats कुछ सही नहीं कहा  उधव जी के वैक्सिन से बुखार हो गया है,2021-09-23 06:00:00
3,hi,False,1440916341767094273,"सुठालिया नगर को शत प्रतिशत वैक्सीनेशन करने के लिए मोबाइल टीम नगर के सभी वार्डों में नगर परिषद के कर्मचारी, स्वास्थ्य विभाग की टीम, आंगनवाड़ी कार्यकर्ता,आशा कार्यकर्ता द्वारा घर-घर जाकर टीकाकरण से बचे हुए हितग्राहियों को वैक्सीन लगाई जा रही है।।
@JansamparkMP @bhopalcomm https://t.co/r63sNL5BxJ",[],[],"['JansamparkMP', 'bhopalcomm']",[],India,सुठालिया नगर को शत प्रतिशत वैक्सीनेशन करने के लिए मोबाइल टीम नगर के सभी वार्डों में नगर परिषद के कर्मचारी  स्वास्थ्य विभाग की टीम  आंगनवाड़ी कार्यकर्ता आशा कार्यकर्ता द्वारा घर घर जाकर टीकाकरण से बचे हुए हितग्राहियों को वैक्सीन लगाई जा रही है।। JansamparkMP  bhopalcomm https   t co r63sNL5BxJ,2021-09-23 06:00:00
4,hi,False,1440916323148566530,"@Ashokkumarips @uttarakhandcops सर उत्तराखंड वासियों के पास सेकंड वैक्सीन है और covid की गाइडलाइन का अनुपालन भी सही कर रहे है लेकिन हमारे उत्तराखंड वासियों को वापस भेज दिया जा रहा है अपने ही प्रदेश में हमे दर्शन करने के आदेश तो होने चाहिए।
हमारा 8 लोगो का ग्रुप कर्णप्रयाग से केदारनाथ तक पैदल यात्रा कर रहा है",[],[],"['Ashokkumarips', 'uttarakhandcops']",[],India, Ashokkumarips  uttarakhandcops सर उत्तराखंड वासियों के पास सेकंड वैक्सीन है और covid की गाइडलाइन का अनुपालन भी सही कर रहे है लेकिन हमारे उत्तराखंड वासियों को वापस भेज दिया जा रहा है अपने ही प्रदेश में हमे दर्शन करने के आदेश तो होने चाहिए।हमारा 8 लोगो का ग्रुप कर्णप्रयाग से केदारनाथ तक पैदल यात्रा कर रहा है,2021-09-23 06:00:00
5,hi,False,1440916313560420359,@BalramYadavPra1 @pavanyaadav @Chhaya_Tkr2 @RahulSingh_SP @shivendraetawah @alokyadav520 @Surendr0032083 @ARajesh_SP @Aneeshyadavmp @Adhyakshji_ @Socialist_arun और बलराम जी सम्पत्ति तो विरासत मे मिलती है पर बुद्धी विरासत मे नही मिलती. जो विज्ञानियो की वैक्सीन बीजेपी की बताता हो उसका ज्ञान का स्तर देखो,[],[],"['BalramYadavPra1', 'pavanyaadav', 'Chhaya_Tkr2', 'RahulSingh_SP', 'shivendraetawah', 'alokyadav520', 'Surendr0032083', 'ARajesh_SP', 'Aneeshyadavmp', 'Adhyakshji_', 'Socialist_arun']",[],India, BalramYadavPra1  pavanyaadav  Chhaya Tkr2  RahulSingh SP  shivendraetawah  alokyadav520  Surendr0032083  ARajesh SP  Aneeshyadavmp  Adhyakshji   Socialist arun और बलराम जी सम्पत्ति तो विरासत मे मिलती है पर बुद्धी विरासत मे नही मिलती  जो विज्ञानियो की वैक्सीन बीजेपी की बताता हो उसका ज्ञान का स्तर देखो,2021-09-23 06:00:00
6,hi,False,1440916168387137541,"अनुराग भदौरिया को जब तक तुष्टिकरण के वायरस के ख़िलाफ़ वैक्सीन नहीं दी जाएगी तब तक ये हरा-हरा जो है वो दिखता रहेगा.
@Shehzad_Ind

@AMISHDEVGAN
#AarPaar #UPElections2022 #Conversion 
https://t.co/1WgT2dBAEE",[],"['AarPaar', 'UPElections2022', 'Conversion']","['Shehzad_Ind', 'AMISHDEVGAN']",[],India,अनुराग भदौरिया को जब तक तुष्टिकरण के वायरस के ख़िलाफ़ वैक्सीन नहीं दी जाएगी तब तक ये हरा हरा जो है वो दिखता रहेगा  Shehzad Ind AMISHDEVGAN AarPaar  UPElections2022  Conversion https   t co 1WgT2dBAEE,2021-09-23 06:00:00
7,hi,False,1440916138418839556,"सुठालिया नगर को शत प्रतिशत वैक्सीनेशन करने के लिए मोबाइल टीम नगर के सभी वार्डों में नगर परिषद के कर्मचारी, स्वास्थ्य विभाग की टीम, आंगनवाड़ी कार्यकर्ता,आशा कार्यकर्ता द्वारा घर-घर जाकर टीकाकरण से बचे हुए हितग्राहियों को वैक्सीन लगाई जा रही है।।
@JansamparkMP @bhopalcomm https://t.co/hcMGiVy5b6",[],[],"['JansamparkMP', 'bhopalcomm']",[],India,सुठालिया नगर को शत प्रतिशत वैक्सीनेशन करने के लिए मोबाइल टीम नगर के सभी वार्डों में नगर परिषद के कर्मचारी  स्वास्थ्य विभाग की टीम  आंगनवाड़ी कार्यकर्ता आशा कार्यकर्ता द्वारा घर घर जाकर टीकाकरण से बचे हुए हितग्राहियों को वैक्सीन लगाई जा रही है।। JansamparkMP  bhopalcomm https   t co hcMGiVy5b6,2021-09-23 06:00:00
8,hi,False,1440916123520618500,"वैक्सीन सर्टिफिकेट की पारस्परिक मान्यता के माध्यम से अंतर्राष्ट्रीय यात्रा को आसान बनाया जाना चाहिए : वैश्विक कोविड -19 शिखर सम्मेलन में पीएम मोदी
https://t.co/OUUB9Wvums

via NaMo App https://t.co/hQjEt20RKs",[],[],[],['https://t.co/OUUB9Wvums'],India,वैक्सीन सर्टिफिकेट की पारस्परिक मान्यता के माध्यम से अंतर्राष्ट्रीय यात्रा को आसान बनाया जाना चाहिए   वैश्विक कोविड  19 शिखर सम्मेलन में पीएम मोदीhttps   t co OUUB9Wvumsvia NaMo App https   t co hQjEt20RKs,2021-09-23 06:00:00
9,hi,False,1440916112489820161,कम से कम न्यूनतम मानदंडों पर खरा उतरना चाहिए वैक्सीन सर्टिफिकेट : भारत के साथ विवाद पर बोला UK https://t.co/1vUP6jrbaz https://t.co/uEOyC39rUv,[],[],[],['https://t.co/1vUP6jrbaz'],India,कम से कम न्यूनतम मानदंडों पर खरा उतरना चाहिए वैक्सीन सर्टिफिकेट   भारत के साथ विवाद पर बोला UK https   t co 1vUP6jrbaz https   t co uEOyC39rUv,2021-09-23 06:00:00
