,tweet_lang,poi_name,poi_id,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_en,tweet_date
0,en,narendramodi,18839785,True,1440981192430469121,"The importance of healthcare has been even more clearly understood in the year gone by. 

It is our commitment to ensure top quality and affordable healthcare for our citizens. Ayushman Bharat PM-JAY is key to realising this vision. #3YearsofPMJAY https://t.co/NHKWgTYsY5",[],['3YearsofPMJAY'],[],['https://t.co/NHKWgTYsY5'],India,The importance of healthcare has been even more clearly understood in the year gone by  It is our commitment to ensure top quality and affordable healthcare for our citizens  Ayushman Bharat PM JAY is key to realising this vision   3YearsofPMJAY https   t co NHKWgTYsY5,2021-09-23 10:00:00
