,tweet_lang,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_hi,tweet_date
0,hi,False,1440869363712606218,"मंदिर, जनेऊ, टीका ही हैं सर्वोपरि,
रोजा पार्टी वाले भी बोल रहे हरि हरि।",[],[],[],[],India,मंदिर  जनेऊ  टीका ही हैं सर्वोपरि रोजा पार्टी वाले भी बोल रहे हरि हरि।,2021-09-23 03:00:00
1,hi,False,1440868631563227137,"मंदिर, जनेऊ, टीका ही हैं सर्वोपरि,
रोजा पार्टी वाले भी बोल रहे हरि हरि।🚩🚩🚩",['🚩'],[],[],[],India,मंदिर  जनेऊ  टीका ही हैं सर्वोपरि रोजा पार्टी वाले भी बोल रहे हरि हरि।,2021-09-23 03:00:00
2,hi,True,1440867766492225536,"#COVID19 | क्या आपने कोरोना का टीका लगवाया?

ध्यान रहे कोरोना का टीका लगवाने के बाद भी सावधानी बरतें

 ➡ ठीक से मास्क अवश्य पहनें 
 ➡ साबुन या सैनिटाइज़र से हाथ साफ़ रखें 
 ➡ दो गज की दूरी बनाये रखें

#Unite2FightCorona
#We4Vaccine #COVIDAppropriateBehaviour https://t.co/acSrecu9zq",['➡'],"['COVID19', 'Unite2FightCorona', 'We4Vaccine', 'COVIDAppropriateBehaviour']",[],[],India, COVID19   क्या आपने कोरोना का टीका लगवाया ध्यान रहे कोरोना का टीका लगवाने के बाद भी सावधानी बरतें  ठीक से मास्क अवश्य पहनें   साबुन या सैनिटाइज़र से हाथ साफ़ रखें   दो गज की दूरी बनाये रखें Unite2FightCorona We4Vaccine  COVIDAppropriateBehaviour https   t co acSrecu9zq,2021-09-23 03:00:00
3,hi,False,1440867713669238793,"मंदिर, जनेऊ, टीका ही हैं सर्वोपरि,
रोजा पार्टी वाले भी बोल रहे हरि हरि।",[],[],[],[],India,मंदिर  जनेऊ  टीका ही हैं सर्वोपरि रोजा पार्टी वाले भी बोल रहे हरि हरि।,2021-09-23 03:00:00
4,hi,False,1440866433089425411,"@iamnarendranath टीका लगे लोगों को एंट्री की परमिशन दी है, टीके को मान्यता नहीं, क्योंकि हर भारत से आने वाले को दो सप्ताह क्वारंटाइन होना होगा, टीका लगे हुए को भी।",[],[],['iamnarendranath'],[],India, iamnarendranath टीका लगे लोगों को एंट्री की परमिशन दी है  टीके को मान्यता नहीं  क्योंकि हर भारत से आने वाले को दो सप्ताह क्वारंटाइन होना होगा  टीका लगे हुए को भी।,2021-09-23 03:00:00
5,hi,False,1440865718442942469,"मंदिर, जनेऊ, टीका ही हैं सर्वोपरि,
रोजा पार्टी वाले भी बोल रहे हरि हरि।",[],[],[],[],India,मंदिर  जनेऊ  टीका ही हैं सर्वोपरि रोजा पार्टी वाले भी बोल रहे हरि हरि।,2021-09-23 02:00:00
6,hi,False,1440865297372639234,"गिरा हुआ व्यक्ति
आखिर गिरे तो 
कहाँ तक गिरे ?
जुआं हत्या बलात्कार करके गिरा 
ईमान बेचकर
ड्रग्स बेचकर
चरित्रहीनता में गिरा
रिश्वत लेकर 
दलाली खाकर गिरा
निर्वाचित होकर बिका
बारबार बिका
एक जगह नही टिका
अबवह कितना और गिरे
जिसके बाद भी उसकी 
जय जयकार करते रहें सिरफिरे । 
-अरुणेश मिश्र",[],[],[],[],India,गिरा हुआ व्यक्तिआखिर गिरे तो कहाँ तक गिरे  जुआं हत्या बलात्कार करके गिरा ईमान बेचकरड्रग्स बेचकरचरित्रहीनता में गिरारिश्वत लेकर दलाली खाकर गिरानिर्वाचित होकर बिकाबारबार बिकाएक जगह नही टिकाअबवह कितना और गिरेजिसके बाद भी उसकी जय जयकार करते रहें सिरफिरे ।  अरुणेश मिश्र,2021-09-23 02:00:00
7,hi,False,1440865037397082112,@AflatonIntolrnt हलेल्लुइया वालों का एजेंडा पुरा करने के लिए टिका हुआ है,[],[],['AflatonIntolrnt'],[],India, AflatonIntolrnt हलेल्लुइया वालों का एजेंडा पुरा करने के लिए टिका हुआ है,2021-09-23 02:00:00
8,hi,False,1440865036155584518,"सरकार की जनहित मे पहल अपने समयानुसार लगा सकेंगे टिका

via NaMo App",[],[],[],[],India,सरकार की जनहित मे पहल अपने समयानुसार लगा सकेंगे टिकाvia NaMo App,2021-09-23 02:00:00
9,hi,False,1440864221038661640,चौंका देने वाला! मप्र में कोविड की जटिलताओं के कारण मृत्यु के चार महीने बाद महिला को टीका लगाया गया। https://t.co/M1ryjJgARH via @NewIndianXpress,[],[],['NewIndianXpress'],['https://t.co/M1ryjJgARH'],India,चौंका देने वाला  मप्र में कोविड की जटिलताओं के कारण मृत्यु के चार महीने बाद महिला को टीका लगाया गया। https   t co M1ryjJgARH via  NewIndianXpress,2021-09-23 02:00:00
10,hi,False,1440862518444920842,"झांसाराम फेकू मोदी के विश्वगुरु भारत मे मृतकों को भी,
टिका लगाने का अवसर मिला है....!!!

फेकू मोदी है तो मुमकिन है...!!!",[],[],[],[],India,झांसाराम फेकू मोदी के विश्वगुरु भारत मे मृतकों को भी टिका लगाने का अवसर मिला है       फेकू मोदी है तो मुमकिन है      ,2021-09-23 02:00:00
11,hi,False,1440861293439713283,"@ocjain2 वो समय समय पर 500 रूपये वाला विशेष टीका लगवाती रहती है l
😄",['😄'],[],['ocjain2'],[],India, ocjain2 वो समय समय पर 500 रूपये वाला विशेष टीका लगवाती रहती है l,2021-09-23 02:00:00
12,hi,False,1440861103731343360,वो दुशरा टिका था 🤣🤣🤣 https://t.co/wVVvvKdk3Y,['🤣'],[],[],['https://t.co/wVVvvKdk3Y'],India,वो दुशरा टिका था  https   t co wVVvvKdk3Y,2021-09-23 02:00:00
