,tweet_lang,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_hi,tweet_date
0,hi,True,1440903215952773130,"#टीकाकरण #अभियान #सारण
23.09.21 को कोवैक्सिन के लिए सत्र स्थल (18 वर्ष से ऊपर के सभी लाभार्थियों को पहली या दूसरी खुराक)।
जिलेवासियों से आग्रह है की अपने निकटतम टीकाकरण स्थल पर जाकर टीका अवश्य लगवाएं।
@nildeoreIAS https://t.co/SwLkcrFPww",[],"['टीकाकरण', 'अभियान', 'सारण']",['nildeoreIAS'],[],India, टीकाकरण  अभियान  सारण23 09 21 को कोवैक्सिन के लिए सत्र स्थल  18 वर्ष से ऊपर के सभी लाभार्थियों को पहली या दूसरी खुराक ।जिलेवासियों से आग्रह है की अपने निकटतम टीकाकरण स्थल पर जाकर टीका अवश्य लगवाएं। nildeoreIAS https   t co SwLkcrFPww,2021-09-23 05:00:00
1,hi,True,1440903064488185859,"#टीकाकरण #अभियान #सारण
23.09.21 को कोविशिल्ड के लिए सत्र स्थल (18 वर्ष से ऊपर के सभी लाभार्थियों को पहली या दूसरी खुराक)।
जिलेवासियों से आग्रह है की अपने निकटतम टीकाकरण स्थल पर जाकर टीका अवश्य लगवाएं।
@nildeoreIAS https://t.co/aQtepAcAOa",[],"['टीकाकरण', 'अभियान', 'सारण']",['nildeoreIAS'],[],India, टीकाकरण  अभियान  सारण23 09 21 को कोविशिल्ड के लिए सत्र स्थल  18 वर्ष से ऊपर के सभी लाभार्थियों को पहली या दूसरी खुराक ।जिलेवासियों से आग्रह है की अपने निकटतम टीकाकरण स्थल पर जाकर टीका अवश्य लगवाएं। nildeoreIAS https   t co aQtepAcAOa,2021-09-23 05:00:00
2,hi,False,1440715043889287181,"केरल HC एकल-न्यायाधीश के कोविशील्ड को 84 दिनों से पहले दूसरी खुराक देने की अनुमति के फैसले के खिलाफ केंद्र ने अपील दायर की

https://t.co/ddZ9UITl0a",[],[],[],['https://t.co/ddZ9UITl0a'],India,केरल HC एकल न्यायाधीश के कोविशील्ड को 84 दिनों से पहले दूसरी खुराक देने की अनुमति के फैसले के खिलाफ केंद्र ने अपील दायर कीhttps   t co ddZ9UITl0a,2021-09-22 17:00:00
3,hi,False,1440555500282675206,कोरोना टीका की दूसरी खुराक 👍👍👍 https://t.co/b51DB9VIkl,['👍'],[],[],[],India,कोरोना टीका की दूसरी खुराक  https   t co b51DB9VIkl,2021-09-22 06:00:00
4,hi,True,1440510492636639238,"#टीकाकरण #अभियान #सारण
22.09.21 को कोवैक्सिन के लिए सत्र स्थल (18 वर्ष से ऊपर के सभी लाभार्थियों को पहली या दूसरी खुराक)।
जिलेवासियों से आग्रह है की अपने निकटतम टीकाकरण स्थल पर जाकर टीका अवश्य लगवाएं।
@nildeoreIAS https://t.co/G6jK2rJVma",[],"['टीकाकरण', 'अभियान', 'सारण']",['nildeoreIAS'],[],India, टीकाकरण  अभियान  सारण22 09 21 को कोवैक्सिन के लिए सत्र स्थल  18 वर्ष से ऊपर के सभी लाभार्थियों को पहली या दूसरी खुराक ।जिलेवासियों से आग्रह है की अपने निकटतम टीकाकरण स्थल पर जाकर टीका अवश्य लगवाएं। nildeoreIAS https   t co G6jK2rJVma,2021-09-22 03:00:00
5,hi,True,1440510330271002626,"#टीकाकरण #अभियान #सारण
22.09.21 को कोविशिल्ड के लिए सत्र स्थल (18 वर्ष से ऊपर के सभी लाभार्थियों को पहली या दूसरी खुराक)।
जिलेवासियों से आग्रह है की अपने निकटतम टीकाकरण स्थल पर जाकर टीका अवश्य लगवाएं।
@nildeoreIAS https://t.co/irQ8xfhbdF",[],"['टीकाकरण', 'अभियान', 'सारण']",['nildeoreIAS'],[],India, टीकाकरण  अभियान  सारण22 09 21 को कोविशिल्ड के लिए सत्र स्थल  18 वर्ष से ऊपर के सभी लाभार्थियों को पहली या दूसरी खुराक ।जिलेवासियों से आग्रह है की अपने निकटतम टीकाकरण स्थल पर जाकर टीका अवश्य लगवाएं। nildeoreIAS https   t co irQ8xfhbdF,2021-09-22 03:00:00
6,hi,False,1440358928924037125,"बैठक के दौरान विश्वविद्यालयों के छात्रों और कामकाजी आबादी को टीके की दूसरी खुराक देने के बारे में भी चर्चा की गई।

#VaccineForAll https://t.co/tEnngisqaQ",[],['VaccineForAll'],[],[],India,बैठक के दौरान विश्वविद्यालयों के छात्रों और कामकाजी आबादी को टीके की दूसरी खुराक देने के बारे में भी चर्चा की गई। VaccineForAll https   t co tEnngisqaQ,2021-09-21 17:00:00
7,hi,False,1440303484364996619,"अब तक भारत मे कुल वैक्सीनशन 82.51, पहली खुराक 61.44, दूसरी खुराक  21.07 , हरियाणा का योगदान कुल 2.15,             पहली खुराक 1.58,           दूसरी 0.57,            (   स्रोत कोविन  )@ArchanaGuptaBJP",[],[],['ArchanaGuptaBJP'],[],India,अब तक भारत मे कुल वैक्सीनशन 82 51  पहली खुराक 61 44  दूसरी खुराक  21 07   हरियाणा का योगदान कुल 2 15              पहली खुराक 1 58            दूसरी 0 57                 स्रोत कोविन    ArchanaGuptaBJP,2021-09-21 13:00:00
8,hi,False,1440297223619694593,"मामला एक पुड़िया ड्रग का था और जनाब ने चीख चीख कर पूरा आसमान सर पर उठा लिया था। अब गुजरात के अमानी पोर्ट पर कुंटलों ड्रग पकड़ा गया है। लेकिन बंदा ख़ामोश है। माजरा क्या है? आखिर इसकी खुराक आजकल पूरी कहां से हो रही है? कहीं दूसरी जगह तो नही हरिओम करने लगा?😂😂😂
@BramhRakshas 🙏 https://t.co/INXQKeus15","['😂', '🙏']",[],['BramhRakshas'],[],India,मामला एक पुड़िया ड्रग का था और जनाब ने चीख चीख कर पूरा आसमान सर पर उठा लिया था। अब गुजरात के अमानी पोर्ट पर कुंटलों ड्रग पकड़ा गया है। लेकिन बंदा ख़ामोश है। माजरा क्या है  आखिर इसकी खुराक आजकल पूरी कहां से हो रही है  कहीं दूसरी जगह तो नही हरिओम करने लगा  BramhRakshas  https   t co INXQKeus15,2021-09-21 13:00:00
9,hi,False,1440285245920579587,@55Ranjay @mansukhmandviya मेरे साथ भी इस प्रकार की घटना घट चुकी है। मेरी प्रथम ख़ुराक को संचालक ने दर्ज ही नहीं किया था। दूसरी ख़ुराक के लिए जब मैं एक अन्य केंद्र पर पहुँचा था तब मुझे यह ज्ञात हुआ। परन्तु दूसरे केन्द्र के संचालक बड़े ही धैर्यवान थे। (1/2),[],[],"['55Ranjay', 'mansukhmandviya']",[],India, 55Ranjay  mansukhmandviya मेरे साथ भी इस प्रकार की घटना घट चुकी है। मेरी प्रथम ख़ुराक को संचालक ने दर्ज ही नहीं किया था। दूसरी ख़ुराक के लिए जब मैं एक अन्य केंद्र पर पहुँचा था तब मुझे यह ज्ञात हुआ। परन्तु दूसरे केन्द्र के संचालक बड़े ही धैर्यवान थे।  1 2 ,2021-09-21 12:00:00
